,Word,Pronunciation
657,admirer,"['ædmaɪɹɝ', 'ædmaɪɹɚ']"
658,admirers,"['ədmaɪɹɝz', 'ədmaɪɹɚz']"
659,admires,['ædmaɪɹz']
660,admiring,['ædmaɪɹɪŋ']
661,admissibility,['ədmɪsəbɪləti']
662,admissible,['ədmɪsəbəl']
663,admission,['ædmɪʃən']
664,admission,['ədmɪʃən']
665,admissions,['ædmɪʃənz']
666,admissions,['ədmɪʃənz']
667,admit,['ədmɪt']
668,admits,['ədmɪts']
669,admittance,['ədmɪtəns']
670,admitted,['ədmɪtəd']
671,admittedly,['ædmɪtɪdli']
672,admitting,['ædmɪtɪŋ']
673,admitting,['ədmɪtɪŋ']
674,admonish,"['ædmɑnɪʃ', 'ædmɒnɪʃ']"
675,admonished,"['ədmɑnɪʃt', 'ədmɒnɪʃt']"
676,admonishing,"['ædmɑnɪʃɪŋ', 'ædmɒnɪʃɪŋ']"
677,admonition,['ædmənɪʃən']
678,admonitions,['ædmənɪʃənz']
679,ado,['ədu']
680,adobe,['ədoʊbi']
681,adolescence,['ædəlɛsəns']
682,adolescence,['ædoʊlɛsəns']
683,adolescent,['ædəlɛsənt']
684,adolescent,['ædoʊlɛsənt']
685,adolescents,['ædəlɛsənts']
686,adolescents,['ædoʊlɛsənts']
687,adolf,"['eɪdɑlf', 'eɪdɒlf']"
688,adolph,['eɪdɔlf']
689,adonis,"['ədɑnəs', 'ədɒnəs']"
690,adopt,"['ədɑpt', 'ədɒpt']"
691,adoptable,"['ədɑptəbəl', 'ədɒptəbəl']"
692,adopted,"['ədɑptəd', 'ədɒptəd']"
693,adopter,"['ədɑptɝ', 'ədɑptɚ', 'ədɒptɝ', 'ədɒptɚ']"
694,adopting,"['ədɑptɪŋ', 'ədɒptɪŋ']"
695,adoption,"['ədɑpʃən', 'ədɒpʃən']"
696,adoptions,"['ədɑpʃənz', 'ədɒpʃənz']"
697,adoptive,"['ədɑptɪv', 'ədɒptɪv']"
698,adopts,"['ədɑpts', 'ədɒpts']"
699,adorable,['ədɔɹəbəl']
700,adoration,"['ædɝeɪʃən', 'ædɚeɪʃən']"
701,adore,['ədɔɹ']
702,adored,['ədɔɹd']
703,adores,['ədɔɹz']
704,adoring,['ədɔɹɪŋ']
705,adorn,['ədɔɹn']
706,adorned,['ədɔɹnd']
707,adorning,['ədɔɹnɪŋ']
708,adornment,['ədɔɹnmənt']
709,adorns,['ədɔɹnz']
710,adrenal,['ədɹinəl']
711,adrenalin,['ədɹɛnəlɪn']
712,adrenaline,['ədɹɛnələn']
713,adriatic,['eɪdɹiætɪk']
714,adrift,['ədɹɪft']
715,adroit,['ədɹɔɪt']
716,adroitly,['ədɹɔɪtli']
717,ads,['ædz']
718,adulation,['ædʒəleɪʃən']
719,adult,['ədʌlt']
720,adult,['ædəlt']
721,adulterate,"['ədʌltɝeɪt', 'ədʌltɚeɪt']"
722,adulterated,"['ədʌltɝeɪtɪd', 'ədʌltɚeɪtɪd']"
723,adulterer,"['ədʌltɝɝ', 'ədʌltɝɚ', 'ədʌltɚɝ', 'ədʌltɚɚ']"
724,adulterers,"['ədʌltɝɝz', 'ədʌltɝɚz', 'ədʌltɚɝz', 'ədʌltɚɚz']"
725,adulterous,"['ədʌltɝəs', 'ədʌltɚəs']"
726,adultery,"['ədʌltɝi', 'ədʌltɚi']"
727,adulthood,['ədʌlthʊd']
728,adults,['ədʌlts']
729,adults,['ædəlts']
730,advance,['ədvæns']
731,advanced,['ədvænst']
732,advancement,['ədvænsmənt']
733,advancements,['ədvænsmənts']
734,advances,['ədvænsɪz']
735,advancing,['ədvænsɪŋ']
736,advantage,['ædvæntɪdʒ']
737,advantaged,['ædvæntɪdʒd']
738,advantageous,['ædvənteɪdʒəs']
739,advantages,['ædvæntɪdʒɪz']
740,advent,['ædvɛnt']
741,adventist,['ædvɛntɪst']
742,adventists,['ædvɛntɪsts']
743,adventists,['ædvɛntɪs']
744,adventure,"['ædvɛntʃɝ', 'ædvɛntʃɚ']"
745,adventure,"['ədvɛntʃɝ', 'ədvɛntʃɚ']"
746,adventurer,"['ædvɛntʃɝɝ', 'ædvɛntʃɝɚ', 'ædvɛntʃɚɝ', 'ædvɛntʃɚɚ']"
747,adventurer,"['ədvɛntʃɝɝ', 'ədvɛntʃɝɚ', 'ədvɛntʃɚɝ', 'ədvɛntʃɚɚ']"
748,adventurers,"['ædvɛntʃɝɝz', 'ædvɛntʃɝɚz', 'ædvɛntʃɚɝz', 'ædvɛntʃɚɚz']"
749,adventurers,"['ədvɛntʃɝɝz', 'ədvɛntʃɝɚz', 'ədvɛntʃɚɝz', 'ədvɛntʃɚɚz']"
750,adventures,"['ædvɛntʃɝz', 'ædvɛntʃɚz']"
751,adventuresome,"['ædvɛntʃɝsəm', 'ædvɛntʃɚsəm']"
752,adventurous,"['ædvɛntʃɝəs', 'ædvɛntʃɚəs']"
753,adverb,"['ædvɝb', 'ædvɚb']"
754,adverbial,"['ædvɝbiəl', 'ædvɚbiəl']"
755,adverbs,"['ædvɝbz', 'ædvɚbz']"
756,adversarial,"['ædvɝsɛɹiəl', 'ædvɚsɛɹiəl']"
757,adversaries,"['ædvɝsɛɹiz', 'ædvɚsɛɹiz']"
758,adversary,"['ædvɝsɛɹi', 'ædvɚsɛɹi']"
759,adverse,"['ædvɝs', 'ædvɚs']"
760,adverse,"['ædvɝs', 'ædvɚs']"
761,adverse,"['ædvɝs', 'ædvɚs']"
762,adversely,"['ædvɝsli', 'ædvɚsli']"
763,adversity,"['ædvɝsɪti', 'ædvɚsɪti']"
764,advertise,"['ædvɝtaɪz', 'ædvɚtaɪz']"
765,advertised,"['ædvɝtaɪzd', 'ædvɚtaɪzd']"
766,advertised,"['ædvɝtaɪzd', 'ædvɚtaɪzd']"
767,advertisement,"['ædvɝtəzmənt', 'ædvɚtəzmənt']"
768,advertisement,"['ædvɝtaɪzmənt', 'ædvɚtaɪzmənt']"
769,advertisements,"['ædvɝtaɪzmənts', 'ædvɚtaɪzmənts']"
770,advertiser,"['ædvɝtaɪzɝ', 'ædvɝtaɪzɚ', 'ædvɚtaɪzɝ', 'ædvɚtaɪzɚ']"
771,advertisers,"['ædvɝtaɪzɝz', 'ædvɝtaɪzɚz', 'ædvɚtaɪzɝz', 'ædvɚtaɪzɚz']"
772,advertises,"['ædvɝtaɪzɪz', 'ædvɚtaɪzɪz']"
773,advertising,"['ædvɝtaɪzɪŋ', 'ædvɚtaɪzɪŋ']"
774,advice,['ædvaɪs']
775,advice,['ədvaɪs']
776,advisable,['ədvaɪzəbəl']
777,advise,['ædvaɪz']
778,advise,['ədvaɪz']
779,advised,['ædvaɪzd']
780,advised,['ədvaɪzd']
781,advisedly,['ædvaɪzədli']
782,advisedly,['ədvaɪzədli']
783,advisement,['ədvaɪzmənt']
784,adviser,"['ædvaɪzɝ', 'ædvaɪzɚ']"
785,advisers,"['ædvaɪzɝz', 'ædvaɪzɚz']"
786,advises,['ædvaɪzɪz']
787,advising,['ædvaɪzɪŋ']
788,advisor,"['ædvaɪzɝ', 'ædvaɪzɚ']"
789,advisories,"['ədvaɪzɝiz', 'ədvaɪzɚiz']"
790,advisors,"['ædvaɪzɝz', 'ædvaɪzɚz']"
791,advisory,"['ædvaɪzɝi', 'ædvaɪzɚi']"
792,advocacy,['ædvəkəsi']
793,advocate,['ædvəkət']
794,advocate,['ædvəkeɪt']
795,advocated,['ædvəkeɪtɪd']
796,advocates,['ædvəkəts']
797,advocates,['ædvəkeɪts']
798,advocating,['ædvəkeɪtɪŋ']
799,ae,['eɪ']
800,aegean,['eɪdʒiən']
801,aegis,['idʒəs']
802,aeneas,['æniəs']
803,aer,['ɛɹ']
804,aerial,['ɛɹiəl']
805,aerials,['ɛɹiəlz']
806,aerie,['ɛɹi']
807,aero,['ɛɹoʊ']
808,aerobatics,['ɛɹəbætɪks']
809,aerobic,['ɛɹoʊbɪk']
810,aerobically,['ɛɹoʊbɪkli']
811,aerobics,"['ɝoʊbɪks', 'ɚoʊbɪks']"
812,aerodromes,['ɛɹədɹoʊmz']
813,aerodynamic,['ɛɹoʊdaɪnæmɪk']
814,aerodynamically,['ɛɹoʊdaɪnæmɪkli']
815,aerodynamics,['ɛɹoʊdaɪnæmɪks']
816,aerodyne,['ɛɹədaɪn']
817,aeronautical,"['ɛɹoʊnɑtəkəl', 'ɛɹoʊnɒtəkəl']"
818,aeronautical,"['ɛɹənɑtəkəl', 'ɛɹənɒtəkəl']"
819,aeronautics,['ɛɹənɔtɪks']
820,aerosol,"['ɛɹəsɑl', 'ɛɹəsɒl']"
821,aerosols,"['ɛɹəsɑlz', 'ɛɹəsɒlz']"
822,aerospace,['ɛɹoʊspeɪs']
823,aesop,"['isɑp', 'isɒp']"
824,aesthete,['ɛsθit']
825,aesthetes,['ɛsθits']
826,aesthetic,['ɛsθɛtɪk']
827,aesthetically,['ɛsθɛtɪkli']
828,aesthetics,['ɛsθɛtɪks']
829,afar,"['əfɑɹ', 'əfɒɹ']"
830,affable,['æfəbəl']
831,affably,['æfəbli']
832,affair,['əfɛɹ']
833,affairs,['əfɛɹz']
834,affect,['əfɛkt']
835,affectation,['æfɛkteɪʃən']
836,affected,['əfɛktɪd']
837,affecting,['əfɛktɪŋ']
838,affection,['əfɛkʃən']
839,affectionate,['əfɛkʃənət']
840,affectionately,['əfɛkʃənətli']
841,affections,['əfɛkʃənz']
842,affective,['əfɛktɪv']
843,affects,['əfɛkts']
844,affiant,['æfiənt']
845,affidavit,['æfədeɪvət']
846,affidavits,['æfɪdeɪvɪts']
847,affiliate,['əfɪlieɪt']
848,affiliate,['əfɪliət']
849,affiliated,['əfɪlieɪtɪd']
850,affiliates,['əfɪliəts']
851,affiliates,['əfɪlieɪts']
852,affiliation,['əfɪlieɪʃən']
853,affiliations,['əfɪlieɪʃənz']
854,affinity,['əfɪnɪti']
855,affirm,"['əfɝm', 'əfɚm']"
856,affirmation,"['æfɝmeɪʃən', 'æfɚmeɪʃən']"
857,affirmations,"['æfɝmeɪʃənz', 'æfɚmeɪʃənz']"
858,affirmative,"['əfɝmətɪv', 'əfɚmətɪv']"
859,affirmatively,"['əfɝmətɪvli', 'əfɚmətɪvli']"
860,affirmed,"['əfɝmd', 'əfɚmd']"
861,affirming,"['əfɝmɪŋ', 'əfɚmɪŋ']"
862,affirms,"['əfɝmz', 'əfɚmz']"
863,affix,['æfɪks']
864,affix,['əfɪks']
865,affixed,['əfɪkst']
866,afflict,['əflɪkt']
867,afflicted,['əflɪktɪd']
868,afflicting,['əflɪktɪŋ']
869,affliction,['əflɪkʃən']
870,afflictions,['əflɪkʃənz']
871,afflicts,['əflɪkts']
872,affluence,['æfluəns']
873,affluent,['æfluənt']
874,afford,['əfɔɹd']
875,affordability,['əfɔɹdəbɪləti']
876,affordable,['əfɔɹdəbəl']
877,afforded,['əfɔɹdəd']
878,affording,['əfɔɹdɪŋ']
879,affords,['əfɔɹdz']
880,affront,['əfɹʌnt']
881,affronted,['əfɹʌntɪd']
882,afghan,['æfɡæn']
883,afghani,"['æfɡɑni', 'æfɡɒni']"
884,afghanis,['æfɡæniz']
885,afghanistan,['æfɡænəstæn']
886,afghans,['æfɡænz']
887,aficionado,"['əfiʃjənɑdoʊ', 'əfiʃjənɒdoʊ']"
888,aficionados,"['əfɪʃənɑdoʊz', 'əfɪʃənɒdoʊz']"
889,afield,['əfild']
890,afire,['əfaɪɹ']
891,aflame,['əfleɪm']
892,afloat,['əfloʊt']
893,aflutter,"['əflʌtɝ', 'əflʌtɚ']"
894,afoot,['əfʊt']
895,aforementioned,['əfɔɹmɛnʃənd']
896,aforesaid,['əfɔɹsɛd']
897,aforethought,"['əfɔɹθɑt', 'əfɔɹθɒt']"
898,afoul,['əfaʊl']
899,afraid,['əfɹeɪd']
900,afresh,['əfɹɛʃ']
901,africa,"['æfɹɪkɑ', 'æfɹɪkɒ']"
902,african,"['æfɹɪkɑn', 'æfɹɪkɒn']"
903,africans,['æfɹɪkənz']
904,afrikaans,"['æfɹəkɑnz', 'æfɹəkɒnz']"
905,afrikaner,"['æfɹəkɑnɝ', 'æfɹəkɑnɚ', 'æfɹəkɒnɝ', 'æfɹəkɒnɚ']"
906,afro,['æfɹoʊ']
907,aft,['æft']
908,after,"['æftɝ', 'æftɚ']"
909,afterburner,"['æftɝbɝnɝ', 'æftɝbɝnɚ', 'æftɝbɚnɝ', 'æftɝbɚnɚ', 'æftɚbɝnɝ', 'æftɚbɝnɚ', 'æftɚbɚnɝ', 'æftɚbɚnɚ']"
910,afterburners,"['æftɝbɝnɝz', 'æftɝbɝnɚz', 'æftɝbɚnɝz', 'æftɝbɚnɚz', 'æftɚbɝnɝz', 'æftɚbɝnɚz', 'æftɚbɚnɝz', 'æftɚbɚnɚz']"
911,aftereffect,"['æftɝəfɛkt', 'æftɚəfɛkt']"
912,aftereffects,"['æftɝəfɛkts', 'æftɚəfɛkts']"
913,afterglow,"['æftɝɡloʊ', 'æftɚɡloʊ']"
914,afterimage,"['æftɝɪmɪdʒ', 'æftɚɪmɪdʒ']"
915,afterlife,"['æftɝlaɪf', 'æftɚlaɪf']"
916,aftermarket,"['æftɝmɑɹkɪt', 'æftɝmɒɹkɪt', 'æftɚmɑɹkɪt', 'æftɚmɒɹkɪt']"
917,aftermath,"['æftɝmæθ', 'æftɚmæθ']"
918,aftermaths,"['æftɝmæθs', 'æftɚmæθs']"
919,afternoon,"['æftɝnun', 'æftɚnun']"
920,afternoons,"['æftɝnunz', 'æftɚnunz']"
921,aftershave,"['æftɝʃeɪv', 'æftɚʃeɪv']"
922,aftershaves,"['æftɝʃeɪvz', 'æftɚʃeɪvz']"
923,aftershock,"['æftɝʃɑk', 'æftɝʃɒk', 'æftɚʃɑk', 'æftɚʃɒk']"
924,aftershocks,"['æftɝʃɑks', 'æftɝʃɒks', 'æftɚʃɑks', 'æftɚʃɒks']"
925,aftertaste,"['æftɝteɪst', 'æftɚteɪst']"
926,afterthought,"['æftɝθɑt', 'æftɝθɒt', 'æftɚθɑt', 'æftɚθɒt']"
927,afterthought,"['æftɝθɔt', 'æftɚθɔt']"
928,afterthoughts,"['æftɝθɑts', 'æftɝθɒts', 'æftɚθɑts', 'æftɚθɒts']"
929,afterthoughts,"['æftɝθɔts', 'æftɚθɔts']"
930,afterward,"['æftɝwɝd', 'æftɝwɚd', 'æftɚwɝd', 'æftɚwɚd']"
931,afterwards,"['æftɝwɝdz', 'æftɝwɚdz', 'æftɚwɝdz', 'æftɚwɚdz']"
932,ag,['æɡ']
933,ag,['eɪɡi']
934,aga,"['ɑɡə', 'ɒɡə']"
935,again,['əɡɛn']
936,again,['əɡeɪn']
937,against,['əɡɛnst']
938,against,['əɡeɪnst']
939,agamemnon,"['æɡəmɛmnɑn', 'æɡəmɛmnɒn']"
940,agar,"['eɪɡɝ', 'eɪɡɚ']"
941,agate,['æɡət']
942,agates,['æɡəts']
943,age,['eɪdʒ']
944,aged,['eɪdʒd']
945,aged,['eɪdʒɪd']
946,agee,['eɪdʒi']
947,ageless,['eɪdʒləs']
948,agencies,['eɪdʒənsiz']
949,agency,['eɪdʒənsi']
950,agenda,['ədʒɛndə']
951,agendas,['ədʒɛndəz']
952,agent,['eɪdʒənt']
953,agents,['eɪdʒənts']
954,ager,"['eɪdʒɝ', 'eɪdʒɚ']"
955,ageratum,['ədʒɛɹətəm']
956,ages,['eɪdʒɪz']
957,aggie,['æɡi']
958,aggies,['æɡiz']
959,agglutinate,['əɡlutɪneɪt']
960,aggrandize,['əɡɹændaɪz']
961,aggrandizement,['æɡɹəndaɪzmənt']
962,aggrandizement,['əɡɹændaɪzmənt']
963,aggrandizing,['æɡɹəndaɪzɪŋ']
964,aggrandizing,['əɡɹændaɪzɪŋ']
965,aggravate,['æɡɹəveɪt']
966,aggravated,['æɡɹəveɪtɪd']
967,aggravates,['æɡɹəveɪts']
968,aggravating,['æɡɹəveɪtɪŋ']
969,aggravation,['æɡɹəveɪʃən']
970,aggregate,['æɡɹəɡət']
971,aggregate,['æɡɹəɡeɪt']
972,aggregation,['æɡɹəɡeɪʃən']
973,aggress,['əɡɹɛs']
974,aggression,['əɡɹɛʃən']
975,aggressions,['əɡɹɛʃənz']
976,aggressive,['əɡɹɛsɪv']
977,aggressively,['əɡɹɛsɪvli']
978,aggressiveness,['əɡɹɛsɪvnəs']
979,aggressor,"['əɡɹɛsɝ', 'əɡɹɛsɚ']"
980,aggressors,"['əɡɹɛsɝz', 'əɡɹɛsɚz']"
981,aggrieved,['əɡɹivd']
982,aghast,['əɡæst']
983,agile,['ædʒəl']
984,agility,['ədʒɪləti']
985,agin,"['ɑdʒin', 'ɒdʒin']"
986,aging,['eɪdʒɪŋ']
987,agitate,['ædʒəteɪt']
988,agitated,['ædʒəteɪtəd']
989,agitating,['ædʒəteɪtɪŋ']
990,agitation,['ædʒəteɪʃən']
991,agitator,"['ædʒəteɪtɝ', 'ædʒəteɪtɚ']"
992,agitators,"['ædʒɪteɪtɝz', 'ædʒɪteɪtɚz']"
993,agitprop,['ædʒətpɹɔp']
994,aglow,['əɡloʊ']
995,agnostic,"['æɡnɑstɪk', 'æɡnɒstɪk']"
996,ago,['əɡoʊ']
997,agog,"['əɡɑɡ', 'əɡɒɡ']"
998,agonies,['æɡəniz']
999,agonist,['æɡənɪst']
1000,agonize,['æɡənaɪz']
1001,agonized,['æɡənaɪzd']
1002,agonizing,['æɡənaɪzɪŋ']
1003,agony,['æɡəni']
1004,agora,"['æɡɝə', 'æɡɚə']"
1005,agoraphobia,['əɡɔɹəfoʊbiə']
1006,agrarian,['əɡɹɛɹiən']
1007,agree,['əɡɹi']
1008,agreeable,['əɡɹiəbəl']
1009,agreed,['əɡɹid']
1010,agreeing,['əɡɹiɪŋ']
1011,agreement,['əɡɹimənt']
1012,agreements,['əɡɹimənts']
1013,agrees,['əɡɹiz']
1014,agribusiness,['æɡɹəbɪznəs']
1015,agricultural,"['æɡɹɪkʌltʃɝəl', 'æɡɹɪkʌltʃɚəl']"
1016,agriculturalist,"['æɡɹɪkʌltʃɝələst', 'æɡɹɪkʌltʃɚələst']"
1017,agriculture,"['æɡɹɪkəltʃɝ', 'æɡɹɪkəltʃɚ']"
1018,aground,['əɡɹaʊnd']
1019,agua,"['ɑɡwə', 'ɒɡwə']"
1020,aguacate,['æɡwəkeɪt']
1021,ah,"['ɑ', 'ɒ']"
1022,aha,"['ɑhɑ', 'ɑhɒ', 'ɒhɑ', 'ɒhɒ']"
1023,ahab,['eɪhæb']
1024,ahead,['əhɛd']
1025,aho,"['ɑhoʊ', 'ɒhoʊ']"
1026,ahold,['əhoʊld']
1027,ahoy,['əhɔɪ']
1028,ahs,"['ɑz', 'ɒz']"
1029,ai,['aɪ']
1030,ai,['eɪaɪ']
1031,aid,['eɪd']
1032,aide,['eɪd']
1033,aided,['eɪdɪd']
1034,aides,['eɪdz']
1035,aiding,['eɪdɪŋ']
1036,aids,['eɪdz']
1037,ail,['eɪl']
1038,aileron,"['eɪlɝɑn', 'eɪlɝɒn', 'eɪlɚɑn', 'eɪlɚɒn']"
1039,ailerons,"['eɪlɝɑnz', 'eɪlɝɒnz', 'eɪlɚɑnz', 'eɪlɚɒnz']"
1040,ailing,['eɪlɪŋ']
1041,ailment,['eɪlmənt']
1042,ailments,['eɪlmənts']
1043,ails,['eɪlz']
1044,aim,['eɪm']
1045,aimed,['eɪmd']
1046,aiming,['eɪmɪŋ']
1047,aimless,['eɪmləs']
1048,aimlessly,['eɪmləsli']
1049,aims,['eɪmz']
1050,ainu,['eɪnu']
1051,air,['ɛɹ']
1052,airbag,['ɛɹbæɡ']
1053,airbags,['ɛɹbæɡz']
1054,airbase,['ɛɹbeɪs']
1055,airboat,['ɛɹboʊt']
1056,airborne,['ɛɹbɔɹn']
1057,aircraft,['ɛɹkɹæft']
1058,aircrafts,['ɛɹkɹæfts']
1059,aircrew,['ɛɹkɹu']
1060,airdrop,"['ɛɹdɹɑp', 'ɛɹdɹɒp']"
1061,aired,['ɛɹd']
1062,airedale,['ɛɹdeɪl']
1063,airedales,['ɛɹdeɪlz']
1064,airfare,['ɛɹfɛɹ']
1065,airfares,['ɛɹfɛɹz']
1066,airfield,['ɛɹfild']
1067,airfields,['ɛɹfildz']
1068,airflow,['ɛɹfloʊ']
1069,airfoil,['ɛɹfɔɪl']
1070,airhead,['ɛɹhɛd']
1071,airing,['ɛɹɪŋ']
1072,airless,['ɛɹləs']
1073,airlift,['ɛɹlɪft']
1074,airlifted,['ɛɹlɪftɪd']
1075,airlifting,['ɛɹlɪftɪŋ']
1076,airlifts,['ɛɹlɪfts']
1077,airline,['ɛɹlaɪn']
1078,airliner,"['ɛɹlaɪnɝ', 'ɛɹlaɪnɚ']"
1079,airliners,"['ɛɹlaɪnɝz', 'ɛɹlaɪnɚz']"
1080,airlines,['ɛɹlaɪnz']
1081,airlock,['ɛɹlɔk']
1082,airlocks,['ɛɹlɔks']
1083,airmail,['ɛɹmeɪl']
1084,airman,['ɛɹmən']
1085,airmen,['ɛɹmɛn']
1086,airplane,['ɛɹpleɪn']
1087,airplanes,['ɛɹpleɪnz']
1088,airport,['ɛɹpɔɹt']
1089,airports,['ɛɹpɔɹts']
1090,airs,['ɛɹz']
1091,airship,['ɛɹʃɪp']
1092,airships,['ɛɹʃɪps']
1093,airspace,['ɛɹspeɪs']
1094,airspeed,['ɛɹspid']
1095,airstrike,['ɛɹstɹaɪk']
1096,airstrikes,['ɛɹstɹaɪks']
1097,airstrip,['ɛɹstɹɪp']
1098,airstrips,['ɛɹstɹɪps']
1099,airtight,['ɛɹtaɪt']
1100,airtime,['ɛɹtaɪm']
1101,airwave,['ɛɹweɪv']
1102,airwaves,['ɛɹweɪvz']
1103,airway,['ɛɹweɪ']
1104,airways,['ɛɹweɪz']
1105,airworthy,"['ɛɹwɝði', 'ɛɹwɚði']"
1106,airy,['ɛɹi']
1107,ais,['aɪz']
1108,aisle,['aɪl']
1109,aisle,['aɪəl']
1110,aisles,['aɪlz']
1111,aisles,['aɪəlz']
1112,ajar,"['ədʒɑɹ', 'ədʒɒɹ']"
1113,ajax,['eɪdʒæks']
1114,aka,"['ɑkə', 'ɒkə']"
1115,aka,['eɪkeɪeɪ']
1116,ake,['eɪk']
1117,akey,['əki']
1118,akimbo,['əkɪmboʊ']
1119,akin,['əkɪn']
1120,akin,['eɪkɪn']
1121,akkadian,['əkeɪdiən']
1122,akron,['ækɹən']
1123,al,['æl']
1124,ala,['ælə']
1125,ala,['eɪlə']
1126,alabama,['æləbæmə']
1127,alabaster,"['æləbæstɝ', 'æləbæstɚ']"
1128,alacrity,['əlækɹəti']
1129,aladdin,['ælædɪn']
1130,alai,['əlaɪ']
1131,alameda,['æləmidə']
1132,alamo,['æləmoʊ']
1133,alamos,['æləmoʊz']
1134,alan,['ælən']
1135,alar,"['eɪlɑɹ', 'eɪlɒɹ']"
1136,alarm,"['əlɑɹm', 'əlɒɹm']"
1137,alarmed,"['əlɑɹmd', 'əlɒɹmd']"
1138,alarming,"['əlɑɹmɪŋ', 'əlɒɹmɪŋ']"
1139,alarmingly,"['əlɑɹmɪŋli', 'əlɒɹmɪŋli']"
1140,alarmist,"['əlɑɹmɪst', 'əlɒɹmɪst']"
1141,alarms,"['əlɑɹmz', 'əlɒɹmz']"
1142,alas,['əlæs']
1143,alaska,['əlæskə']
1144,alaskan,['əlæskən']
1145,alaskans,['əlæskənz']
1146,alba,['ælbə']
1147,albacore,['ælbəkɔɹ']
1148,alban,"['ɑlbən', 'ɒlbən']"
1149,albania,['ælbeɪniə']
1150,albanian,['ælbeɪniən']
1151,albanians,['ælbeɪniənz']
1152,albany,['ɔlbəni']
1153,albatross,"['ælbətɹɑs', 'ælbətɹɒs']"
1154,albatrosses,"['ælbətɹɑsɪz', 'ælbətɹɒsɪz']"
1155,albee,['əlbi']
1156,albeit,['ɔlbiɪt']
1157,albert,"['ælbɝt', 'ælbɚt']"
1158,alberta,"['ælbɝtə', 'ælbɚtə']"
1159,albino,['ælbaɪnoʊ']
1160,albion,['ælbiən']
1161,album,['ælbəm']
1162,albumin,['ælbjumən']
1163,albums,['ælbəmz']
1164,albuquerque,"['ælbəkɝki', 'ælbəkɚki']"
1165,albus,['ælbəs']
1166,alcazar,"['ɑlkəzɑɹ', 'ɑlkəzɒɹ', 'ɒlkəzɑɹ', 'ɒlkəzɒɹ']"
1167,alchemically,['ælkɛməkli']
1168,alchemist,['ælkɛmɪst']
1169,alchemy,['ælkəmi']
1170,alcohol,"['ælkəhɑl', 'ælkəhɒl']"
1171,alcoholic,"['ælkəhɑlɪk', 'ælkəhɒlɪk']"
1172,alcoholics,"['ælkəhɑlɪks', 'ælkəhɒlɪks']"
1173,alcoholism,['ælkəhɔlɪzəm']
1174,alcove,['ælkoʊv']
1175,alcoves,['ælkoʊvz']
1176,aldebaran,"['ældɛbɝən', 'ældɛbɚən']"
1177,alden,"['ɑldən', 'ɒldən']"
1178,alder,"['ɔldɝ', 'ɔldɚ']"
1179,alderman,"['ɔldɝmən', 'ɔldɚmən']"
1180,alderman,"['ældɝmən', 'ældɚmən']"
1181,aldermen,"['ɔldɝmɪn', 'ɔldɚmɪn']"
1182,aldrin,['ɔldɹɪn']
1183,ale,['eɪl']
1184,alec,['ælɪk']
1185,alehouse,['eɪlhaʊs']
1186,alem,['əlɛm']
1187,aleph,"['ɑləf', 'ɒləf']"
1188,alert,"['əlɝt', 'əlɚt']"
1189,alerted,"['əlɝtɪd', 'əlɚtɪd']"
1190,alerting,"['əlɝtɪŋ', 'əlɚtɪŋ']"
1191,alertly,"['əlɝtli', 'əlɚtli']"
1192,alertness,"['əlɝtnəs', 'əlɚtnəs']"
1193,alerts,"['əlɝts', 'əlɚts']"
1194,ales,['eɪlz']
1195,aleutian,['əluʃən']
1196,aleutians,['əluʃənz']
1197,alexander,"['ælɪɡzændɝ', 'ælɪɡzændɚ']"
1198,alexanders,"['ælɪɡzændɝz', 'ælɪɡzændɚz']"
1199,alexandria,['æləɡzændɹiə']
1200,alexandrine,['æləɡzændɹin']
1201,alexia,['əlɛksiə']
1202,alf,['ælf']
1203,alfa,['ælfə']
1204,alfalfa,['ælfælfə']
1205,alfonso,"['ælfɑnsoʊ', 'ælfɒnsoʊ']"
1206,alfred,['ælfɹɪd']
1207,algae,['ældʒi']
1208,algebra,['ældʒəbɹə']
1209,algebraic,['ældʒəbɹeɪɪk']
1210,algeria,['ældʒɪɹiə']
1211,algerian,['ældʒɪɹiən']
1212,algerians,['ældʒiɹiənz']
1213,algiers,['ældʒɪɹz']
1214,algonquin,"['ælɡɑŋkwɪn', 'ælɡɒŋkwɪn']"
1215,algorithm,"['ælɡɝɪðəm', 'ælɡɚɪðəm']"
1216,algorithms,"['ælɡɝɪðəmz', 'ælɡɚɪðəmz']"
1217,alhambra,['ælhæmbɹə']
1218,alias,['eɪliəs']
1219,aliases,['eɪliəsɪz']
1220,alibi,['æləbaɪ']
1221,alibis,['æləbaɪz']
1222,alice,['ælɪs']
1223,alien,['eɪliən']
1224,alienate,['eɪljəneɪt']
1225,alienated,['eɪliəneɪtɪd']
1226,alienating,['eɪliəneɪtɪŋ']
1227,alienation,['eɪliəneɪʃən']
1228,aliens,['eɪliənz']
1229,alight,['əlaɪt']
1230,align,['əlaɪn']
1231,aligned,['əlaɪnd']
1232,aligning,['əlaɪnɪŋ']
1233,alignment,['əlaɪnmənt']
1234,alignments,['əlaɪnmənts']
1235,aligns,['əlaɪnz']
1236,alike,['əlaɪk']
1237,alimentary,"['æləmɛntɝi', 'æləmɛntɚi']"
1238,alimony,['æləmoʊni']
1239,aline,['əlaɪn']
1240,alison,['ælɪsən']
1241,alive,['əlaɪv']
1242,aliyah,['əliə']
