Word,Pronunciation
locomotion, ˌloʊkəˈmoʊʃən ˌloʊ·kəˈmoʊ·ʃən
locomotive, ˌloʊkəˈmoʊt̬ɪv ˌloʊ·kəˈmoʊ·t̬ɪv
locus, ˈloʊkəs
locust, ˈloʊkəst ˈloʊ·kəst
lode, loʊd
lodestone, ˈloʊdstoʊn
lodge, lɑːdʒ lɑːdʒ lɑːdʒ lɑdʒ lɑdʒ lɑdʒ
lodging, ˈlɑːdʒɪŋ
loft, lɑːft lɑːft lɑːft lɔft lɔft
lofty, ˈlɑːfti ˈlɑːfti ˈlɑːfti ˈlɔf·ti ˈlɔf·ti
log," lɑːɡ lɑːɡ lɑːɡ lɔɡ, lɑɡ lɔɡ, lɑɡ"
logarithm," ˈlɑːɡərɪðəm ˈlɔ·ɡəˌrɪð·əm, ˈlɑɡ·ə-"
logarithmic, ˌlɑːɡəˈrɪθmɪk
logbook, ˈlɑːɡbʊk
loge, loʊʒ loʊʒ
logger, ˈlɑːɡɚ ˈlɑːɡɚ
logging," ˈlɑːɡɪŋ ˈlɔ·ɡɪŋ, ˈlɑɡ·ɪŋ"
logic, ˈlɑːdʒɪk ˈlɑːdʒɪk ˈlɑdʒ·ɪk ˈlɑdʒ·ɪk
logical, ˈlɑːdʒɪkəl ˈlɑdʒ·ɪ·kəl
logically, ˈlɑːdʒɪkəli
logistical, ləˈdʒɪstɪkəl
logistically, ləˈdʒɪstɪkəli ləˈdʒɪstɪkli
logistics, ləˈdʒɪstɪks ləˈdʒɪs·tɪks
logjam," ˈlɑːɡdʒæm ˈlɑːɡdʒæm ˈlɔɡˌdʒæm, ˈlɑɡ-"
logo, ˈloʊɡoʊ ˈloʊ·ɡoʊ
logwood, ˈlɑːɡwʊd
loin, lɔɪn lɔɪn
loincloth, ˈlɔɪnklɑːθ ˈlɔɪnˌklɔθ
loiter, ˈlɔɪt̬ɚ ˈlɔɪt̬ɚ ˈlɔɪ·t̬ər
loitering, ˈlɔɪt̬ɚɪŋ
loll, lɑːl lɑl
lollipop, ˈlɑːlipɑːp ˈlɑl·iˌpɑp
lolly, ˈlɑːli ˈlɑːli ˈlɑːli
lone, loʊn loʊn
loneliness, ˈloʊnlinəs
lonely, ˈloʊnli ˈloʊnli ˈloʊn·li ˈloʊn·li
loner, ˈloʊnɚ ˈloʊ·nər
lonesome, ˈloʊnsəm ˈloʊn·səm
long, lɑːŋ lɑːŋ lɑːŋ lɔŋ lɔŋ lɔŋ lɔŋ
longevity," lɑːnˈdʒevət̬i lɑːnˈdʒevət̬i lɑnˈdʒev·ɪt̬·i, lɔn- lɑːnˈdʒevətIi"
longhair, ˈlɑːŋher ˈlɑːŋher ˈlɑːŋher ˈlɑːŋher
longhorn, ˈlɑːŋhɔːrn
longing, ˈlɑːŋɪŋ ˈlɔŋ·ɪŋ
longingly, ˈlɑːŋɪŋli
longish, ˈlɑːŋɪʃ
longitude, ˈlɑːndʒətuːd ˈlɑn·dʒɪˌtud
longitudinal, ˌlɑːndʒəˈtuːdɪnəl ˌlɑːndʒəˈtuːdɪnəl ˌlɑːndʒəˈtuːdɪnəl ˌlɑn·dʒəˈtu·dən·əl ˌlɑn·dʒəˈtu·dən·əl ˌlɑn·dʒəˈtu·dən·əl
longshore, ˈlɑːŋʃɔːr ˈlɑːŋʃɔːr
longtime, ˈlɔŋˌtɑɪm
loo, luː
look, lʊk lʊk lʊk lʊk lʊk lʊk lʊk lʊk lʊk lʊk
looker, ˈlʊkɚ
looking, ˈlʊk·ɪŋ
lookout, ˈlʊkaʊt ˈlʊkaʊt ˈlʊkaʊt ˈlʊkˌɑʊt ˈlʊkˌɑʊt
loom, luːm luːm lum
looming, ˈluːmɪŋ
loon, luːn luːn
loony, ˈluːni ˈlu·ni
loop, luːp luːp luːp luːp luːp luːp lup
loophole, ˈluːphoʊl ˈlupˌhoʊl
loopy, ˈluːpi
loose, luːs luːs luːs luːs luːs luːs lus lus lus lus
loosely, ˈluːsli ˈluːsli ˈluːsli ˈlus·li ˈlus·li
loosen, ˈluːsən ˈluːsən ˈlu·sən
loot, luːt luːt lut lut
looter, ˈluːt̬ɚ ˈluːt̬ɚ
looting, ˈluːt̬ɪŋ
lop, lɑp
lope, loʊp loʊp
lopsided, ˌlɑːpˈsaɪdɪd ˌlɑːpˈsaɪdɪd ˈlɑpˈsɑɪ·dɪd
loquacious, loʊˈkweɪʃəs loʊˈkweɪ·ʃəs
lord, lɔːrd lɔːrd lɔrd lɔrd
lordly, ˈlɔːrdli
lordy, ˈlɔːrdi
lore," lɔːr lɔːr lɔr, loʊr"
lorgnette, lɔːrˈnjet
loris, ˈlɔːrɪs
lorry, ˈlɔːri ˈlɔr·i
lose, luːz luːz luːz luːz luːz luːz luːz luːz luz luz luz luz luz luz luz luz luz luz luz
loser, ˈluːzɚ ˈluːzɚ ˈluːzɚ ˈluːzɚ ˈlu·zər
loss, lɑːs lɑːs lɑːs lɑːs lɔs lɔs lɔs
lost, lɑːst lɑːst lɑːst lɔst lɔst
lot, lɑːt lɑːt lɑːt lɑːt lɑːt lɑt
lotion, ˈloʊʃən ˈloʊ·ʃən
lottery, ˈlɑːt̬ɚi ˈlɑːt̬ɚi ˈlɑt̬·ər·i
lotto, ˈlɑːt̬oʊ ˈlɑːt̬oʊ
lotus, ˈloʊt̬əs
loud, laʊd lɑʊd
loudly, ˈlaʊdli
loudspeaker, ˈlaʊdˌspiːkɚ ˈlɑʊdˌspi·kər
lough, lɑːk
lounge, laʊndʒ laʊndʒ lɑʊndʒ
louse, laʊs lɑʊs
lousy, ˈlaʊzi ˈlaʊzi ˈlɑʊ·zi
lout, laʊt lɑʊt
louvre, ˈluːvɚ
lovable, ˈlʌvəbəl ˈlʌv·ə·bəl
love, lʌv lʌv lʌv lʌv
loveless, ˈlʌvləs
lovely, ˈlʌvli ˈlʌvli ˈlʌvli ˈlʌv·li
lover, ˈlʌvɚ ˈlʌvɚ ˈlʌv·ər ˈlʌv·ər
loving, ˈlʌvɪŋ ˈlʌv·ɪŋ ˈlʌv·ɪŋ
lovingly, ˈlʌvɪŋli
low, loʊ loʊ loʊ loʊ loʊ loʊ loʊ loʊ loʊ loʊ loʊ loʊ loʊ loʊ loʊ
lowdown, ˈloʊˌdɑʊn
lower, ˈloʊɚ ˈloʊɚ ˈloʊɚ ˈloʊ·ər ˈloʊ·ər
lowering, ˈlaʊɚɪŋ
lowland," ˈloʊlənd ˈloʊ·lənd, -ˌlænd"
lowly, ˈloʊli ˈloʊ·li
lox, lɑːks
loyal, ˈlɔɪəl ˈlɔɪ·əl
loyalist, ˈlɔɪəlɪst
loyally, ˈlɔɪəli
loyalty, ˈlɔɪəlt̬i
lozenge," ˈlɑːzəndʒ ˈlɑːzəndʒ ˈlɑz·əndʒ, ˈlɑs-"
luau, ˈluːaʊ
lubber, ˈlʌbɚ ˈlʌbɚ
lubricant, ˈluːbrəkənt ˈlu·brɪ·kənt
lubricate, ˈluːbrəkeɪt ˈluːbrəkeɪt ˈluːbrəkeɪt ˈluːbrəkeɪt ˈlu·brɪˌkeɪt
lubricated, ˈluːbrəkeɪt̬ɪd
lubrication, ˌluːbrəˈkeɪʃən ˌluːbrəˈkeɪʃən ˌluːbrəˈkeɪʃən ˌluːbrəˈkeɪʃən
lucid, ˈluːsɪd ˈlu·sɪd
lucidity, luːˈsɪdət̬i luːˈsɪdət̬i
luck, lʌk lʌk
luckily, ˈlʌkəli
luckless, ˈlʌkləs
lucky, ˈlʌki ˈlʌki
lucrative, ˈluːkrət̬ɪv ˈlu·krə·t̬ɪv
ludicrous, ˈluːdəkrəs ˈlu·dɪ·krəs
ludicrously, ˈluːdəkrəsli
lug, lʌɡ lʌɡ
luge, luːʒ
luggage, ˈlʌɡɪdʒ ˈlʌɡ·ɪdʒ
lugubrious, luːˈɡuːbriəs
lukewarm, ˈluːkwɔːrm ˈluːkwɔːrm ˈluˈkwɔrm ˈluˈkwɔrm
lull, lʌl lʌl
lullaby, ˈlʌləbaɪ ˈlʌl·əˌbɑɪ
lulu, ˈluːluː
lumbago, lʌmˈbeɪɡoʊ
lumbar, ˈlʌmbɚ
lumber, ˈlʌmbɚ ˈlʌm·bər
lumberjack, ˈlʌmbɚdʒæk ˈlʌm·bərˌdʒæk
lumberman, ˈlʌmbɚmæn
lumberyard, ˈlʌmbɚjɑːrd ˈlʌm·bərˌjɑrd
lumen, ˈluːmən ˈluːmən ˈlu·mən
luminary, ˈluːməneri ˈlu·məˌner·i
luminescence, ˌluːməˈnesəns ˌluːməˈnesəns
luminescent, ˌluːməˈnesənt ˌluːməˈnesənt
luminous, ˈluːmənəs ˈluːmənəs ˈlu·mə·nəs
lump, lʌmp lʌmp lʌmp lʌmp lʌmp lʌmp
lumpectomy, lʌmˈpektəmi
lumpy, ˈlʌmpi
lunacy, ˈluːnəsɪ ˈluːnəsɪ ˈlu·nə·si
lunar, ˈluːnɚ ˈlu·nər
lunatic, ˈluːnətɪk ˈluːnətɪk ˈlu·nəˌtɪk
lunch, lʌntʃ lʌntʃ
luncheon, ˈlʌntʃən ˈlʌn·tʃən
luncheonette, ˌlʌntʃəˈnet ˌlʌn·tʃəˈnet
lunchroom, ˈlʌntʃruːm
lunchtime, ˈlʌntʃtaɪm ˈlʌntʃˌtɑɪm
lung, lʌŋ lʌŋ
lunge, lʌndʒ lʌndʒ
lupin, ˈluːpɪn
lupine, ˈluːpɪn
lupus, ˈluːpəs
lurch, lɝːtʃ lɝːtʃ lɜrtʃ
lure, lʊr lʊr lʊr lʊr
lurid, ˈlʊrɪd ˈlʊrɪd ˈlʊr·ɪd
lurk, lɝːk lɝːk lɝːk lɜrk
lurking, ˈlɝːkɪŋ ˈlɝːkɪŋ
luscious, ˈlʌʃəs ˈlʌʃəs ˈlʌʃəs ˈlʌʃ·əs ˈlʌʃ·əs
lush, lʌʃ lʌʃ lʌʃ lʌʃ
lust, lʌst lʌst lʌst
luster, ˈlʌstɚ ˈlʌstɚ ˈlʌs·tər ˈlʌs·tər
lustful, ˈlʌstfəl
lustre, ˈlʌstɚ ˈlʌstɚ
lustrous, ˈlʌstrəs
lusty, ˈlʌsti ˈlʌs·ti
lute, luːt
lux, lʌks
luxuriant," lʌɡˈʒʊriənt lʌɡˈʒʊriənt ləɡˈʒʊr·i·ənt, ləkˈʃʊr-"
luxurious, lʌɡˈʒʊriəs lʌɡˈʒʊriəs
luxury," ˈlʌkʃɚi ˈlʌkʃɚi ˈlʌkʃɚi ˈlʌk·ʃər·i, ˈlʌɡ·ʒər·i ˈlʌk·ʃər·i, ˈlʌɡ·ʒər·i"
lye, laɪ
lying, ˈlaɪɪŋ ˈlɑɪ·ɪŋ
lymph, lɪmf lɪmf
lymphatic, lɪmˈfæt̬ɪk
lymphocyte, ˈlimfəsaɪt ˈlɪm·fəˌsɑɪt
lymphoma, lɪmˈfoʊmə
lynch, lɪntʃ lɪntʃ
lynching, ˈlɪntʃɪŋ
lynx, lɪŋks
lyre, laɪr
lyric, ˈlɪrɪk ˈlɪr·ɪk
lyrical, ˈlɪrɪkəl
lyrically, ˈlɪrɪkəli ˈlɪrɪkəli
lyricism, ˈlɪrəsɪzəm
lyricist, ˈlɪrəsɪst
lyrics, ˈlɪr·ɪks
lysine, ˈlaɪsiːn ˈlɑɪ·sin
ma, mɑː mɑː mɑ
mac, mæk
macabre," məˈkɑːbrə məˈkɑb·rə, -ˈkɑb"
macadamia, ˌmækəˈdeɪmiə
macaroni, ˌmækəˈroʊni ˌmæk·əˈroʊ·ni
macaw, məˈkɑː
mace, meɪs meɪs meɪs meɪs
machete, məˈʃet̬i məˈʃet̬·i
machinations," ˌmæk·əˈneɪ·ʃənz, ˌmæʃ-"
machine, məˈʃiːn məˈʃiːn məˈʃiːn məˈʃiːn məˈʃin məˈʃin
machinery, məˈʃiːnɚi məˈʃiːnɚi məˈʃi·nər·i
machinist, məˈʃiːnɪst məˈʃi·nɪst məˈʃIːnɪst məˈʃIːnɪst
machismo," məˈtʃiːzmoʊ məˈtʃiz·moʊ, -ˈkiz-, -ˈkɪz-"
macho, ˈmɑːtʃoʊ ˈmɑ·tʃoʊ
mackerel, ˈmækrəl ˈmæk·rəl
mackintosh, ˈmækɪntɑːʃ
macro, ˈmækroʊ
macroeconomic, ˌmækroʊekəˈnɑːmɪk
macroeconomics, ˌmækroʊekəˈnɑːmɪks
mad, mæd mæd mæd mæd mæd mæd mæd mæd mæd
madam, ˈmædəm ˈmædəm ˈmædəm ˈmæd·əm ˈmæd·əm
madcap, ˈmædkæp ˈmædˌkæp
madden, ˈmædən
maddening, ˈmædənɪŋ ˈmæd·ən·ɪŋ
madding, ˈmædɪŋ
made, meɪd meɪd
madeleine, ˈmædələn
madhouse, ˈmædhaʊs ˈmædhaʊs ˈmædˌhɑʊs
madly, ˈmædli ˈmæd·li ˈmæd·li
madman," ˈmædmən ˈmædmən ˈmædˌmæn, -mən"
madness, ˈmædnəs ˈmædnəs ˈmæd·nəs ˈmæd·nəs
madrigal, ˈmædrəɡəl
maelstrom," ˈmeɪlstrəm ˈmeɪlstrəm ˈmeɪl·strəm, -strɑm"
maestro, ˈmaɪstroʊ ˈmɑɪ·stroʊ
mafia, ˈmɑːfiə
magazine, ˌmæɡəˈziːn ˌmæɡəˈziːn ˌmæɡəˈziːn ˌmæɡ·əˈzin ˌmæɡ·əˈzin
magenta, məˈdʒentə məˈdʒen·tə
maggot, ˈmæɡət ˈmæɡ·ət
magic, ˈmædʒɪk ˈmædʒɪk ˈmædʒɪk ˈmædʒ·ɪk ˈmædʒ·ɪk ˈmædʒ·ɪk
magical, ˈmædʒɪkəl ˈmædʒɪkəl ˈmædʒ·ɪ·kəl ˈmædʒ·ɪ·kəl
magically, ˈmædʒɪkəli ˈmædʒɪkəli
magician, məˈdʒɪʃən məˈdʒɪʃ·ən
magistrate, ˈmædʒəstreɪt ˈmædʒ·əˌstreɪt
magma, ˈmæɡmə ˈmæɡ·mə
magnanimous, mæɡˈnænəməs mæɡˈnæn·ə·məs
magnate," ˈmæɡnət ˈmæɡ·nət, -neɪt"
magnesia, mæɡˈniːʒə
magnesium, mæɡˈniːziəm mæɡˈni·zi·əm
magnet, ˈmæɡnət ˈmæɡnət ˈmæɡ·nət
magnetic, mæɡˈnet̬ɪk mæɡˈnet̬ɪk mæɡˈnet̬ɪk mæɡˈnet̬ɪk
magnetically, mæɡˈnet̬ɪkəli mæɡˈnet̬ɪkəli
magnetism, ˈmæɡnətɪzəm ˈmæɡnətɪzəm ˈmæɡ·nəˌtɪz·əm
magnification, ˌmæɡnəfəˈkeɪʃən ˌmæɡ·nə·fɪˈkeɪ·ʃən
magnificent, mæɡˈnɪfəsənt mæɡˈnɪf·ə·sənt
magnificently, mæɡˈnɪfəsəntli
magnifier, ˈmæɡnɪfaɪɚ
magnify, ˈmæɡnəfaɪ ˈmæɡnəfaɪ ˈmæɡ·nəˌfɑɪ ˈmæɡ·nəˌfɑɪ
magnitude, ˈmæɡnətuːd ˈmæɡ·nəˌtud ˈmæɡ·nəˌtud ˈmæɡ·nəˌtud
magnolia, mæɡˈnoʊliə mæɡˈnoʊliə mæɡˈnoʊl·jə
magnum, ˈmæɡnəm
magpie, ˈmæɡpaɪ ˈmæɡpaɪ ˈmæɡ·pɑɪ
maharaja, ˌmɑːhəˈrɑːdʒə
mahogany, məˈhɑːɡəni məˈhɑːɡəni məˈhɑ·ɡə·ni
maid, meɪd meɪd meɪd
maiden, ˈmeɪdən ˈmeɪdən ˈmeɪ·dən
mail, meɪl meɪl meɪl meɪl
mailbag, ˈmeɪlbæɡ ˈmeɪlbæɡ
mailbox, ˈmeɪlbɑːks ˈmeɪlbɑːks ˈmeɪlbɑːks ˈmeɪlˌbɑks ˈmeɪlˌbɑks
mailman," ˈmeɪlmæn ˈmeɪlˌmæn, -mən"
maim, meɪm meɪm
main, meɪn meɪn
mainframe, ˈmeɪnfreɪm ˈmeɪnˌfreɪm
mainland, ˈmeɪnlænd ˈmeɪn·lənd
mainline, ˈmeɪnlaɪn ˈmeɪnlaɪn
mainly, ˈmeɪnli ˈmeɪn·li
mainstay, ˈmeɪnˌsteɪ
mainstream, ˈmeɪnstriːm ˈmeɪnstriːm ˈmeɪnˌstrim
maintain, meɪnˈteɪn meɪnˈteɪn meɪnˈteɪn meɪnˈteɪn meɪnˈteɪn meɪnˈteɪn meɪnˈteɪn
maintenance, ˈmeɪntənəns ˈmeɪntənəns ˈmeɪntənəns ˈmeɪn·tən·əns ˈmeɪn·tən·əns
maize, meɪz meɪz
majestic, məˈdʒestɪk məˈdʒes·tɪk
majestically, məˈdʒestɪkəli
majesty, ˈmædʒəsti ˈmædʒ·ə·sti
majolica, məˈdʒɑːlɪkə
major, ˈmeɪdʒɚ ˈmeɪdʒɚ ˈmeɪdʒɚ ˈmeɪ·dʒər ˈmeɪ·dʒər
majordomo, ˌmeɪdʒɚˈdoʊmoʊ ˌmeɪdʒɚˈdoʊmoʊ
majority," məˈdʒɔːrət̬i məˈdʒɔːrət̬i məˈdʒɔːrət̬i məˈdʒɔr·ɪ·t̬i, -ˈdʒɑr- məˈdʒɔr·ɪ·t̬i, -ˈdʒɑr-"
make, meɪk meɪk meɪk meɪk meɪk meɪk meɪk meɪk meɪk meɪk meɪk meɪk meɪk meɪk meɪk meɪk meɪk meɪk meɪk meɪk meɪk
makeover, ˈmeɪkˌoʊvɚ ˈmeɪkˌoʊ·vər
maker, ˈmeɪkɚ ˈmeɪkɚ ˈmeɪkɚ
makeshift, ˈmeɪkʃɪft ˈmeɪk·ʃɪft
makeup, ˈmeɪkʌp ˈmeɪkʌp ˈmeɪkˌʌp ˈmeɪkˌʌp
making, ˈmeɪkɪŋ
makings, ˈmeɪ·kɪŋz
maladjusted, ˌmæləˈdʒʌstɪd
malady, ˈmælədi ˈmælədi ˈmæl·ə·di
malaise," məlˈeɪz məˈleɪz, mæ-, -ˈlez"
malaria, məˈleriə məˈleər·i·ə
malarial, məˈleriəl məˈleriəl
malarkey, məˈlɑːrki
malcontent, ˈmælkəntent
male, meɪl meɪl meɪl meɪl meɪl
malefactor, ˈmæləfæktɚ
malevolent, məˈlevələnt məˈlev·ə·lənt
malfeasance, mælˈfiːzəns mælˈfiːzəns
malformation, ˌmælfɔːrˈmeɪʃən
malformed, ˌmælˈfɔːrmd
malfunction, ˌmælˈfʌŋkʃən mælˈfʌŋk·ʃən ˌmælˈfʌŋkʃən
malice, ˈmælɪs ˈmæl·ɪs
malicious, məˈlɪʃəs məˈlɪʃəs məˈlɪʃ·əs
maliciously, məˈlɪʃəsli
malign, məˈlaɪn məˈlɑɪn
malignancy, məˈlɪɡnənsi məˈlɪɡnənsi məˈlɪɡ·nən·si
malignant, məˈlɪɡnənt məˈlɪɡnənt məˈlɪɡ·nənt
mall, mɑːl mɔl mɔl
mallard, ˈmælɑːrd ˈmæl·ərd
malleability, ˌmæliəˈbɪlət̬i ˌmæliəˈbɪlət̬i
malleable, ˈmæliəbəl ˈmæliəbəl ˈmæl·i·ə·bəl ˈmæl·i·ə·bəl
mallet, ˈmælɪt ˈmælɪt ˈmæl·ət
malnourished," ˌmælˈnɝːɪʃt mælˈnɜr·ɪʃt, -ˈnʌr·ɪʃt"
malnutrition, ˌmælnuːˈtrɪʃən ˌmæl·nuˈtrɪʃ·ən
malpractice, ˌmælˈpræktɪs mælˈpræk·tɪs
malt, mɑːlt mɑːlt mɑːlt mɔlt
maltreatment, ˌmælˈtriːtmənt
mam, mæm
mama, ˈmɑːmə ˈmɑːmə ˈmɑ·mə
mamba, ˈmæmbə
mambo, ˈmɑːmboʊ
mammal, ˈmæməl ˈmæm·əl
mammalian, məˈmeɪliən
mammary, ˈmæmɚi
mammogram, ˈmæməɡræm ˈmæm·əˌɡræm
mammoth, ˈmæməθ ˈmæm·əθ
man, mæn mæn mæn mæn mæn mæn mæn mæn mæn mæn mæn mæn mæn mæn mæn
manage, ˈmænədʒ ˈmænədʒ ˈmænədʒ ˈmænədʒ ˈmæn·ɪdʒ ˈmæn·ɪdʒ
manageable, ˈmænədʒəbəl ˈmæn·ɪdʒ·ə·bəl
management, ˈmænədʒmənt ˈmænədʒmənt ˈmæn·ɪdʒ·mənt ˈmæn·ɪdʒ·mənt
manager, ˈmænədʒɚ ˈmænədʒɚ ˈmænədʒɚ ˈmænədʒɚ ˈmæn·ɪ·dʒər
managerial, ˌmænəˈdʒɪriəl
manatee, ˌmænəˈtiː
manchester, ˈmæntʃestɚ
mandarin, ˈmændɚɪn ˈmændɚɪn
mandate, ˈmændeɪt ˈmændeɪt ˈmæn·deɪt
mandatory," ˈmændətɔːri ˈmæn·dəˌtɔr·i, -ˌtoʊr·i ˈmændəˌtɔri"
mandible, ˈmændəbəl ˈmændəbəl
mandolin, ˌmændəˈlɪn ˌmæn·dəˈlɪn
mandrake, ˈmændreɪk
mandrill, ˈmændrɪl
mane, meɪn meɪn meɪn
maneuver, məˈnuːvɚ məˈnu·vər məˈnu·vər
maneuverable, məˈnuːvrəbəl
maneuvering, məˈnuːvɚɪŋ
maneuvers, məˈnu·vərz
manfully, ˈmænfəli
manga, ˈmæŋɡə
manganese, ˈmæŋɡəniːz
mange, meɪndʒ
manger, ˈmeɪndʒɚ ˈmeɪn·dʒər
mangle, ˈmæŋɡəl ˈmæŋɡəl ˈmæŋ·ɡəl
mangled, ˈmæŋɡəld ˈmæŋɡəld
mango, ˈmæŋɡoʊ ˈmæŋ·ɡoʊ
mangrove, ˈmæŋɡroʊv
mangy, ˈmeɪndʒi ˈmeɪndʒi ˈmeɪn·dʒi ˈmeɪn·dʒi
manhandle, ˌmænˈhændəl ˌmænˈhændəl ˈmænˌhæn·dəl
manhattan, mænˈhæt̬ən
manhole, ˈmænhoʊl ˈmænˌhoʊl
manhood, ˈmænhʊd ˈmænhʊd ˈmænhʊd ˈmænhʊd ˈmænhʊd ˈmænˌhʊd ˈmænˌhʊd
manhunt, ˈmænhʌnt ˈmænˌhʌnt
mania, ˈmeɪniə ˈmeɪniə ˈmeɪniə ˈmeɪ·ni·ə ˈmeɪ·ni·ə
maniac, ˈmeɪniæk ˈmeɪniæk ˈmeɪ·niˌæk ˈmeɪ·niˌæk
maniacal, məˈnaɪəkəl
manic, ˈmænɪk ˈmæn·ɪk
manicure, ˈmænəkjʊr ˈmæn·əˌkjʊr
manicured, ˈmænəkjʊrd ˈmænəkjʊrd
manicurist, ˈmænəkjʊrɪst
manifest, ˈmænəfest ˈmænəfest ˈmæn·əˌfest
manifestation," ˌmænəfesˈteɪʃən ˌmænəfesˈteɪʃən ˌmæn·ə·fəˈsteɪ·ʃən, -ˌfesˈteɪ-"
manifesting, ˈmænəfestɪŋ
manifestly, ˈmænəfestli
manifesto, ˌmænəˈfestoʊ ˌmæn·əˈfes·toʊ
manifold, ˈmænəfoʊld ˈmæn·əˌfoʊld
manila, məˈnɪlə məˈnɪl·ə
manipulate, məˈnɪpjəleɪt məˈnɪpjəleɪt məˈnɪpjəleɪt məˈnɪp·jəˌleɪt məˈnɪp·jəˌleɪt
manipulation, məˌnɪpjəˈleɪʃən məˌnɪpjəˈleɪʃən məˌnɪp·jəˈleɪ·ʃən məˌnɪp·jəˈleɪ·ʃən
manipulative," məˈnɪpjələt̬ɪv məˈnɪp·jə·lə·t̬ɪv, -ˌleɪ·t̬ɪv"
manipulator, məˈnɪpjəleɪt̬ɚ
mankind, mænˈkaɪnd ˈmænˈkɑɪnd
manly, ˈmænli ˈmæn·li
manna, ˈmænə
mannequin, ˈmænəkɪn ˈmænəkɪn ˈmæn·ɪ·kɪn
manner, ˈmænɚ ˈmænɚ ˈmænɚ ˈmæn·ər ˈmæn·ər
mannered, ˈmænɚd ˈmæn·ərd ˈmæn·ərd
mannerism, ˈmænɚɪzəm ˈmæn·əˌrɪz·əm
manners, ˈmæn·ərz
manor, ˈmænɚ ˈmænɚ
manpower, ˈmænpaʊɚ ˈmænˌpɑʊ·ər
mansion, ˈmænʃən ˈmæn·ʃən
manslaughter, ˈmænˌslɑːt̬ɚ ˈmænˌslɔ·t̬ər
mantis, ˈmænt̬ɪs
mantle, ˈmæntəl ˈmæntəl ˈmæntəl ˈmæntəl ˈmæn·təl ˈmæn·təl ˈmæn·təl
mantra," ˈmæntrə ˈmæntrə ˈmæn·trə, ˈmɑn- ˈmæn·trə, ˈmɑn-"
manual, ˈmænjuəl ˈmænjuəl ˈmænjuəl ˈmænjuəl ˈmæn·ju·əl ˈmæn·ju·əl
manually, ˈmænjuəli ˈmænjuəli ˈmænjuəli
manufacture, ˌmænjəˈfæktʃɚ ˌmænjəˈfæktʃɚ ˌmæn·jəˈfæk·tʃər ˌmæn·jəˈfæk·tʃər
manufacturer, ˌmænjəˈfæktʃɚɚ
manufacturing, ˌmænjəˈfæktʃɚɪŋ ˌmæn·jəˈfæk·tʃər·ɪŋ
manure," məˈnʊr məˈnʊr, -ˈnjʊr"
manus, ˈmeɪnəs
manuscript, ˈmænjəskrɪpt ˈmænjəskrɪpt ˈmæn·jəˌskrɪpt
many, ˈmeni ˈmen·i
map, mæp mæp mæp mæp mæp
maple, ˈmeɪpəl ˈmeɪ·pəl
mapping, ˈmæpɪŋ ˈmæpɪŋ ˈmæpɪŋ ˈmæpɪŋ
mar, mɑːr mɑr
maraschino, ˌmerəˈʃiːnoʊ
marathon, ˈmerəθɑːn ˈmerəθɑːn ˈmær·əˌθɑn ˈmær·əˌθɑn
marauder, məˈrɑːdɚ
marauding, məˈrɑːdɪŋ
marble, ˈmɑːrbəl ˈmɑːrbəl ˈmɑr·bəl ˈmɑr·bəl
marbled, ˈmɑːrbəld
marbles, ˈmɑr·bəlz
march, mɑːrtʃ mɑːrtʃ mɑːrtʃ mɑːrtʃ mɑrtʃ mɑrtʃ
marcher, ˈmɑːrtʃɚ
marchioness, ˌmɑːrʃənˈes
mare, mer mer mer meər
margarine, ˈmɑːrdʒɚɪn ˈmɑr·dʒə·rɪn
margarita, ˌmɑːɡəˈriːt̬ə
margin, ˈmɑːrdʒɪn ˈmɑːrdʒɪn ˈmɑːrdʒɪn ˈmɑːrdʒɪn ˈmɑːrdʒɪn ˈmɑr·dʒɪn ˈmɑr·dʒɪn ˈmɑr·dʒɪn ˈmɑr·dʒɪn
marginal, ˈmɑːrdʒɪnəl ˈmɑːrdʒɪnəl ˈmɑr·dʒɪ·nəl
marginalize, ˈmɑːrdʒɪnəlaɪz
marginally, ˈmɑːrdʒɪnəli
marguerite, ˌmɑːrɡəˈriːt ˌmɑːrɡəˈriːt
mariachi, ˌmɑːriˈɑːtʃi ˌmɑːriˈɑːtʃi ˌmɑːriˈɑːtʃi
marigold, ˈmerɪɡoʊld ˈmær·əˌɡoʊld
marijuana," ˌmerəˈwɑːnə ˌmær·əˈwɑ·nə, -ˈhwɑ·nə"
marimba, məˈrɪmbə
marina, məˈriːnə məˈri·nə
marinade, ˌmerɪˈneɪd
marinate, ˌmerəˈneɪd ˈmær·əˌneɪt
marine, məˈriːn məˈrin
mariner, ˈmerənɚ ˈmær·ə·nər
marital, ˈmerɪt̬əl ˈmær·ɪ·t̬əl
maritime, ˈmerətaɪm ˈmerətaɪm ˈmær·ɪˌtɑɪm
mark, mɑːrk mɑːrk mɑːrk mɑːrk mɑːrk mɑːrk mɑːrk mɑːrk mɑrk mɑrk mɑrk mɑrk mɑrk mɑrk
marked, mɑːrkt mɑrkt
markedly, ˈmɑːrkɪdli
marker, ˈmɑːrkɚ ˈmɑːrkɚ ˈmɑːrkɚ ˈmɑr·kər ˈmɑr·kər
market, ˈmɑːrkɪt ˈmɑːrkɪt ˈmɑːrkɪt ˈmɑːrkɪt ˈmɑr·kɪt ˈmɑr·kɪt ˈmɑr·kɪt ˈmɑr·kɪt
