Word,IPA Pronunciation,Cambridge Pronunciation Number
apoplexy,æpəplɛksi,1
apostate,,0
apostle,,0
apostrophe,əpɑstɹəfi,1
apothecary,əpɑθəkɛɹi,1
apotheosis,,0
app,æp,1
appalled,,0
appalling,,0
appallingly,,0
apparatchik,,0
apparatus,,0
apparel,əpæɹəl,3
apparent,əpɛɹənt,1
apparently,əpɛɹəntli,1
apparition,,0
appeal,əpil,1
appealing,əpilɪŋ,1
appear,əpɪɹ,1
appearance,əpɪɹəns,1
appearances,,0
appease,əpiz,1
appeasement,əpizmənt,1
appellate,,0
appellation,æpəleɪʃən,1
appendage,əpɛndɪdʒ,1
appendectomy,,0
appendicitis,,0
appendix,əpɛndɪks,1
appetite,æpətaɪt,1
appetizer,æpətaɪzɚ,1
appetizing,,0
applaud,əplɔd,3
applause,əplɔz,2
apple,æpəl,1
applesauce,æpəlsɔs,3
appliance,əplaɪəns,1
applicability,,0
applicable,,0
applicant,æplɪkənt,2
application,æpləkeɪʃən,1
applicator,æpləkeɪtɚ,1
applied,əplaɪd,1
apply,əplaɪ,1
appoint,əpɔɪnt,1
appointed,,0
appointee,əpɔɪnti,1
appointment,əpɔɪntmənt,1
appraisal,əpɹeɪzəl,1
appraise,əpɹeɪz,1
appraiser,əpɹeɪzɚ,1
appreciable,əpɹiʃəbəl,1
appreciably,əpɹiʃəbli,1
appreciate,əpɹiʃieɪt,1
appreciation,əpɹiʃieɪʃən,1
appreciative,,0
appreciatively,,0
apprehend,æpɹɪhɛnd,3
apprehension,æpɹɪhɛnʃən,4
apprehensive,æpɹɪhɛnsɪv,2
apprentice,,0
apprenticeship,,0
apprise,əpɹaɪz,1
approach,əpɹoʊtʃ,1
approachable,əpɹoʊtʃəbəl,1
approbation,æpɹəbeɪʃən,1
appropriate,əpɹoʊpɹiət,1
appropriately,,0
appropriateness,əpɹoʊpɹiətnəs,1
appropriation,əpɹoʊpɹieɪʃən,1
approval,əpɹuvəl,1
approve,əpɹuv,1
approved,əpɹuvd,1
approving,əpɹuvɪŋ,1
approximate,əpɹɑksəmət,1
approximately,əpɹɑksəmətli,1
approximation,əpɹɑksəmeɪʃən,1
apricot,,0
apron,eɪpɹən,1
apropos,æpɹəpoʊ,1
apt,æpt,1
aptitude,æptətud,1
aptly,æptli,1
aqua,ækwə,3
aquamarine,,0
aquarium,əkwɛɹiəm,1
aquatic,əkwɑtɪk,1
aqueduct,,0
aqueous,eɪkwiəs,1
aquifer,,0
arable,æɹəbəl,2
arachnid,,0
arbiter,,0
arbitrage,ɑɹbɪtɹɑʒ,1
arbitrarily,,0
arbitrary,ɑɹbətɹɛɹi,1
arbitrate,ɑɹbətɹeɪt,1
arbitration,ɑɹbɪtɹeɪʃən,2
arbitrator,,0
arbor,ɑɹbɚ,1
arboreal,ɑɹbɔɹiəl,1
arboretum,,0
arbour,ɑɹbɚ,1
arc,ɑɹk,1
arcade,ɑɹkeɪd,1
arcane,ɑɹkeɪn,1
arch,ɑɹtʃ,1
archaeological,ɑɹkiəlɑdʒɪkəl,1
archaeologist,ɑɹkiɑlədʒɪst,1
archaeology,ɑɹkiɑlədʒi,1
archaic,ɑɹkeɪɪk,1
archangel,ɑɹkeɪndʒəl,1
archbishop,ɑɹtʃbɪʃəp,1
archdiocese,,0
archduke,ɑɹtʃduk,1
arched,ɑɹtʃt,1
archeology,ɑɹkiɑlədʒi,1
archer,ɑɹtʃɚ,1
archery,ɑɹtʃɚi,1
archetypal,,0
archetype,,0
archipelago,ɑɹkəpɛləɡoʊ,1
architect,ɑɹkətɛkt,1
architectural,ɑɹkətɛktʃɚəl,1
architecturally,,0
architecture,ɑɹkətɛktʃɚ,1
architrave,ɑɹkətɹeɪv,1
archival,ɑɹkaɪvəl,1
archive,ɑɹkaɪv,1
archivist,ɑɹkəvɪst,1
archway,ɑɹtʃweɪ,1
arctic,ɑɹktɪk,1
ardent,ɑɹdənt,1
ardently,ɑɹdəntli,1
ardor,ɑɹdɚ,1
arduous,ɑɹdʒuəs,1
are,ɑɹ,2
area,ɛɹiə,1
arena,,0
argent,,0
argon,ɑɹɡɑn,1
argot,,0
arguably,ɑɹɡjuəbli,1
argue,ɑɹɡju,1
argument,ɑɹɡjəmənt,1
argumentative,ɑɹɡjəmɛntətɪv,1
argyle,ɑɹɡaɪl,1
aria,ɑɹiə,1
arid,,0
arise,,0
aristocracy,ɛɹəstɑkɹəsi,1
aristocrat,,0
aristocratic,,0
arithmetic,,0
arm,ɑɹm,1
armada,ɑɹmɑdə,1
armadillo,ɑɹmədɪloʊ,1
armament,ɑɹməmənt,1
armband,ɑɹmbænd,1
armchair,ɑɹmtʃɛɹ,1
armed,ɑɹmd,1
armistice,,0
armor,ɑɹmɚ,1
armored,ɑɹmɚd,1
armory,ɑɹmɚi,1
armour,ɑɹmɚ,1
armpit,ɑɹmpɪt,1
armrest,ɑɹmɹɛst,1
arms,ɑɹmz,1
army,ɑɹmi,1
aroma,,0
aromatherapy,,0
aromatic,ɛɹəmætɪk,1
arose,,0
around,,0
arousal,,0
arouse,,0
aroused,,0
arraign,,0
arraignment,,0
arrange,,0
arrangement,,0
arranger,,0
array,,0
arrayed,,0
arrears,,0
arrest,,0
arresting,,0
arrhythmia,,0
arrival,,0
arrive,,0
arrogance,ɛɹəɡəns,1
arrogant,ɛɹəɡənt,1
arrogantly,ɛɹəɡəntli,1
arrow,æɹoʊ,3
arrowhead,,0
arrowroot,ɛɹoʊɹut,1
arroyo,,0
arse,ɑɹs,1
arsehole,ɑɹshoʊl,1
arsenal,ɑɹsənəl,1
arsenic,ɑɹsənɪk,1
arson,ɑɹsən,1
arsonist,,0
art,ɑɹt,1
arterial,ɑɹtɪɹiəl,1
arteriosclerosis,,0
artery,ɑɹtɚi,1
artful,ɑɹtfəl,1
artfully,ɑɹtfəli,1
arthritic,ɑɹθɹɪtɪk,1
arthritis,ɑɹθɹaɪtəs,1
arthropod,ɑɹθɹəpɑd,1
artichoke,ɑɹtɪtʃoʊk,3
article,,0
articulate,,0
articulated,,0
articulation,ɑɹtɪkjəleɪʃən,1
articulatory,ɑɹtɪkjələtɔɹi,1
artifact,ɑɹtəfækt,1
artifice,ɑɹtəfɪs,1
artificial,ɑɹtəfɪʃəl,1
artificially,ɑɹtəfɪʃəli,1
artillery,ɑɹtɪlɚi,1
artisan,ɑɹtəzən,1
artist,,0
artistic,ɑɹtɪstɪk,1
artistically,,0
artistry,,0
arts,ɑɹts,1
artsy,ɑɹtsi,1
artwork,ɑɹtwɝk,1
arty,ɑɹti,1
as,æz,2
asap,eɪɛseɪpi,1
asbestos,æsbɛstəs,2
ascend,əsɛnd,1
ascendancy,əsɛndənsi,1
ascending,əsɛndɪŋ,1
ascension,əsɛnʃən,1
ascent,əsɛnt,1
ascertain,æsɚteɪn,1
ascetic,əsɛtɪk,1
ascot,æskɑt,1
asexual,,0
ash,æʃ,1
ashamed,əʃeɪmd,1
ashen,æʃən,1
ashes,,0
ashore,əʃɔɹ,1
ashtray,æʃtɹeɪ,1
ashy,æʃi,1
aside,əsaɪd,1
asinine,æsənaɪn,1
ask,æsk,1
askew,əskju,1
asleep,əslip,1
asp,æsp,1
asparagus,əspɛɹəɡəs,1
aspect,æspɛkt,1
aspen,æspən,1
aspersion,əspɝʒən,1
asphalt,æsfɔlt,2
asphyxiate,æsfɪksieɪt,2
aspirant,æspɚənt,1
aspirate,,0
aspiration,,0
aspirin,æspɹɪn,1
aspiring,,0
ass,æs,1
assail,əseɪl,1
assailant,əseɪlənt,1
assassin,əsæsən,1
assassinate,əsæsəneɪt,1
assassination,əsæsəneɪʃən,1
assault,əsɔlt,3
assay,,0
assemblage,,0
assemble,əsɛmbəl,1
assembly,əsɛmbli,1
assemblyman,əsɛmblimæn,1
assent,əsɛnt,1
assert,əsɝt,1
assertion,əsɝʃən,1
assertive,əsɝtɪv,1
assertiveness,əsɝtɪvnəs,1
assess,əsɛs,1
assessment,əsɛsmənt,1
assessor,əsɛsɚ,1
asset,æsɛt,1
asshole,æshoʊl,1
assiduous,,0
assiduously,,0
assign,əsaɪn,1
assignment,əsaɪnmənt,1
assimilate,əsɪməleɪt,1
assimilation,əsɪməleɪʃən,1
assist,əsɪst,1
assistance,əsɪstəns,1
assistant,əsɪstənt,1
associate,,0
associated,,0
association,əsoʊsieɪʃən,1
assorted,əsɔɹtɪd,1
assortment,əsɔɹtmənt,1
assuage,əsweɪdʒ,1
assume,əsum,1
assumption,əsʌmpʃən,1
assurance,əʃʊɹəns,1
assure,əʃʊɹ,1
assured,əʃʊɹd,1
assuredly,,0
aster,æstɚ,1
asterisk,æstɚɪsk,1
asteroid,,0
asthma,æzmə,1
asthmatic,æzmætɪk,1
astigmatism,əstɪɡmətɪzəm,1
astonish,əstɑnɪʃ,1
astonished,əstɑnɪʃt,1
astonishing,əstɑnɪʃɪŋ,1
astonishingly,əstɑnɪʃɪŋli,1
astonishment,əstɑnɪʃmənt,1
astound,əstaʊnd,1
astounded,əstaʊndɪd,1
astounding,əstaʊndɪŋ,1
astoundingly,əstaʊndɪŋli,1
astrakhan,,0
astral,æstɹəl,1
astray,əstɹeɪ,1
astride,əstɹaɪd,1
astringent,əstɹɪndʒənt,1
astrologer,əstɹɑlədʒɚ,1
astrological,æstɹəlɑdʒɪkəl,1
astrology,əstɹɑlədʒi,1
astronaut,æstɹənɑt,1
astronautics,æstɹənɑtɪks,1
astronomer,əstɹɑnəmɚ,1
astronomical,æstɹənɑmɪkəl,1
astronomically,,0
astronomy,əstɹɑnəmi,1
astrophysicist,,0
astrophysics,æstɹoʊfɪzɪks,1
astute,əstut,1
astuteness,əstutnəs,1
asunder,əsʌndɚ,1
asylum,əsaɪləm,1
asymmetrical,,0
asymmetry,eɪsɪmətɹi,1
asymptomatic,eɪsɪmptəmætɪk,1
at,æt,2
atavism,ætəvɪzəm,1
atavistic,ætəvɪstɪk,1
ate,eɪt,1
atheism,,0
atheist,,0
athlete,æθlit,1
athletic,æθlɛtɪk,1
athletically,,0
athleticism,,0
athletics,æθlɛtɪks,1
atlas,ætləs,1
atmosphere,ætməsfɪɹ,1
atmospheric,ætməsfɛɹɪk,1
atmospherics,ætməsfɛɹɪks,1
atoll,ætɑl,1
atom,ætəm,1
atomic,ətɑmɪk,1
atomizer,ætəmaɪzɚ,1
atonal,eɪtoʊnəl,1
atone,ətoʊn,1
atonement,ətoʊnmənt,1
atop,ətɑp,1
atrium,eɪtɹiəm,1
atrocious,ətɹoʊʃəs,1
atrocity,ətɹɑsəti,1
atrophy,ætɹəfi,1
attaboy,ætəbɔɪ,1
attach,ətætʃ,1
attached,ətætʃt,1
attachment,ətætʃmənt,1
attack,ətæk,1
attacker,ətækɚ,1
attacking,ətækɪŋ,1
attain,əteɪn,1
attainable,əteɪnəbəl,1
attainment,əteɪnmənt,1
attempt,ətɛmpt,1
attempted,,0
attend,ətɛnd,1
attendance,ətɛndəns,1
attendant,ətɛndənt,1
attendee,ətɛndi,1
attention,ətɛnʃən,1
attentions,,0
attentive,ətɛntɪv,1
attentively,ətɛntɪvli,1
attentiveness,ətɛntɪvnəs,1
attenuate,ətɛnjueɪt,1
attenuated,ətɛnjueɪtɪd,1
attest,ətɛst,1
attic,ætɪk,1
attire,,0
attired,ətaɪɹd,1
attitude,ætətud,1
attitudinal,,0
attorney,ətɝni,1
attract,ətɹækt,1
attraction,ətɹækʃən,1
attractive,ətɹæktɪv,1
attractively,ətɹæktɪvli,1
attractiveness,ətɹæktɪvnəs,1
attributable,ətɹɪbjətəbəl,1
attribute,,0
attribution,,0
attrition,ətɹɪʃən,1
attune,ətun,1
attuned,ətund,1
atypical,eɪtɪpɪkəl,1
auburn,ɑbɚn,1
auction,ɑkʃən,1
auctioneer,ɑkʃənɪɹ,1
audacious,ɑdeɪʃəs,1
audacity,ɑdæsəti,1
audible,ɑdəbəl,1
audibly,ɑdəbli,1
audience,ɑdiəns,1
audio,ɑdioʊ,1
audiophile,,0
audiotape,ɔdioʊteɪp,2
audiovisual,ɔdioʊvɪʒuəl,2
audit,ɔdɪt,3
audition,ɑdɪʃən,1
auditor,,0
auditorium,,0
auditory,ɔdɪtɔɹi,2
auger,,0
aught,,0
augment,ɔɡmɛnt,2
augmentation,ɑɡmɛnteɪʃən,1
augmented,,0
augur,,0
august,,0
aunt,ænt,1
auntie,ænti,1
aura,ɔɹə,1
aural,ɔɹəl,1
aureole,,0
aurora,,0
auroral,,0
auspices,,0
auspicious,ɑspɪʃəs,1
austere,,0
austerely,,0
austerity,ɔstɛɹɪti,4
authentic,,0
authentically,,0
authenticate,,0
authentication,,0
authenticity,,0
author,,0
authoritarian,əθɔɹətɛɹiən,1
authoritarianism,əθɔɹətɛɹiənɪzəm,1
authoritative,əθɔɹəteɪtɪv,3
authoritatively,,0
authority,əθɔɹəti,1
authorization,,0
authorize,,0
authorized,,0
authorship,,0
autism,ɔtɪzəm,2
autistic,,0
auto,ɔtoʊ,2
autobahn,,0
autobiographer,,0
autobiographical,,0
autobiography,,0
autoclave,,0
autocracy,ɔtɑkɹəsi,3
autocrat,,0
autocratic,,0
autograph,ɔtəɡɹæf,2
autoimmune,,0
automaker,,0
automate,ɔtəmeɪt,2
automated,ɔtəmeɪtɪd,2
automatic,ɔtəmætɪk,6
automatically,ɔtəmætɪkli,4
automation,ɔtəmeɪʃən,2
automaton,,0
automobile,ɔtəmoʊbil,2
automotive,ɔtəmoʊtɪv,2
autonomic,,0
autonomous,,0
autonomy,ɔtɑnəmi,3
autopilot,,0
autopsy,ɔtɑpsi,2
autumn,ɔtəm,2
autumnal,,0
auxiliary,,0
avail,əveɪl,1
availability,əveɪləbɪləti,1
available,əveɪləbəl,1
avalanche,ævəlæntʃ,1
avarice,,0
avatar,ævətɑɹ,1
avenge,əvɛndʒ,1
avenger,əvɛndʒɚ,1
avenue,ævənu,1
aver,,0
average,ævɚɪdʒ,1
averse,əvɝs,1
aversion,əvɝʒən,1
avert,əvɝt,1
avian,eɪviən,1
aviary,eɪviɛɹi,1
aviation,eɪvieɪʃən,1
aviator,eɪvieɪtɚ,1
avid,ævɪd,1
avidly,,0
avionics,eɪviɑnɪks,1
avocado,,0
avocation,ævəkeɪʃən,1
avoid,əvɔɪd,1
avoidable,əvɔɪdəbəl,1
avoidance,əvɔɪdəns,1
avow,əvaʊ,1
avowed,əvaʊd,1
avuncular,əvʌŋkjəlɚ,1
aw,ɔ,1
await,əweɪt,1
awake,əweɪk,1
awaken,əweɪkən,1
awakening,əweɪkənɪŋ,1
award,əwɔɹd,1
awarding,əwɔɹdɪŋ,1
aware,əwɛɹ,1
awareness,əwɛɹnəs,1
awash,əwɑʃ,1
away,əweɪ,1
awe,ɑ,1
awed,,0
awesome,ɔsəm,3
awesomely,ɑsəmli,1
awestruck,,0
awful,ɔfəl,3
awfully,ɔfəli,4
awfulness,,0
awhile,əwaɪl,1
awkward,,0
awkwardly,,0
awkwardness,,0
awning,ɑnɪŋ,1
awoke,əwoʊk,1
awry,,0
ax,æks,1
axe,æks,1
axel,æksəl,1
axes,,0
axial,æksiəl,1
axiom,æksiəm,1
axiomatic,æksiəmætɪk,1
axis,æksəs,5
axle,æksəl,1
axon,æksɑn,1
ay,,0
ayatollah,aɪətoʊlə,1
aye,aɪ,1
azalea,,0
azure,æʒɚ,1
baa,,0
bab,bæb,1
baba,,0
babble,bæbəl,1
babe,beɪb,1
babel,bæbəl,1
baboon,bəbun,1
baby,beɪbi,1
babyhood,beɪbihʊd,1
babyish,beɪbiɪʃ,1
babysit,beɪbisɪt,1
babysitter,beɪbisɪtɚ,1
babysitting,beɪbisɪtɪŋ,1
baccalaureate,bækəlɔɹiət,1
bachelor,bætʃəlɚ,1
bacillus,bəsɪləs,1
back,bæk,1
backache,bækeɪk,1
backbiting,bækbaɪtɪŋ,1
backboard,bækbɔɹd,1
backbone,bækboʊn,1
backbreaking,bækbɹeɪkɪŋ,1
backdoor,bækdɔɹ,1
backdrop,bækdɹɑp,1
backer,bækɚ,1
backfield,bækfild,1
backfire,bækfaɪɹ,1
backgammon,bækɡæmən,1
background,bækɡɹaʊnd,1
backhand,bækhænd,1
backhanded,bækhændɪd,1
backhoe,bækhoʊ,1
backing,bækɪŋ,1
backlash,bæklæʃ,1
backless,bækləs,1
backlog,bæklɑɡ,1
backlogged,bæklɑɡd,1
backpack,bækpæk,1
backpacker,bækpækɚ,1
backpacking,bækpækɪŋ,1
backpedal,bækpɛdəl,1
backroom,bækɹum,1
backseat,bæksit,1
backside,bæksaɪd,1
backslapping,bækslæpɪŋ,1
backslash,bækslæʃ,1
backslide,bækslaɪd,1
backspin,bækspɪn,1
backstage,bæksteɪdʒ,1
backstop,bækstɑp,1
backstroke,bækstɹoʊk,1
backtrack,bæktɹæk,1
backup,,0
backward,bækwɚd,1
backwardness,bækwɚdnəs,1
backwards,bækwɚdz,1
backwash,bækwɑʃ,1
backwater,,0
backwoods,bækwʊdz,1
backyard,bækjɑɹd,1
bacon,beɪkən,1
bacteria,bæktɪɹiə,1
bacterial,bæktɪɹiəl,1
bacterium,bæktɪɹiəm,1
bad,bæd,1
badass,bædæs,1
bade,beɪd,3
badge,bædʒ,1
badger,bædʒɚ,1
badlands,bædlændz,1
badly,bædli,1
badminton,bædmɪntən,1
badness,bædnəs,1
bae,,0
baffle,bæfəl,1
baffling,bæfəlɪŋ,1
bag,bæɡ,1
bagel,beɪɡəl,1
bagful,bæɡfʊl,1
baggage,bæɡɪdʒ,1
baggy,bæɡi,1
bagman,,0
bagpipe,bæɡpaɪp,1
bagpipes,bæɡpaɪps,1
baguette,bæɡɛt,1
bah,bɑ,1
baht,bɑt,1
bail,beɪl,1
bailey,beɪli,1
bailiff,beɪlɪf,1
bailiwick,,0
bails,beɪlz,1
bait,beɪt,1
bake,beɪk,1
baker,beɪkɚ,1
bakery,beɪkɚi,1
baking,beɪkɪŋ,1
balance,bæləns,1
balanced,bælənst,1
balcony,bælkəni,1
bald,bɔld,4
balderdash,,0
balding,bɔldɪŋ,2
baldness,bɔldnəs,3
bale,beɪl,1
baleen,bəlin,1
baleful,beɪlfəl,1
baler,beɪlɚ,1
balk,bɔk,3
ball,bɔl,11
ballad,bæləd,1
ballade,,0
ballast,bæləst,1
ballcock,,0
baller,,0
ballerina,,0
ballet,bæleɪ,1
ballgame,bɔlɡeɪm,2
ballistic,bəlɪstɪk,1
ballistics,bəlɪstɪks,1
ballon,bælən,1
balloon,bəlun,1
ballooning,bəlunɪŋ,1
balloonist,bəlunɪst,1
ballot,bælət,1
ballpark,bɔlpɑɹk,2
ballplayer,,0
ballroom,bɔlɹum,2
balls,,0
bally,bæli,1
ballyhoo,bælihu,1
balm,bɑm,1
balmy,bɑmi,1
baloney,bəloʊni,1
balsam,,0
baltic,bɔltɪk,1
bam,bæm,1
bamboo,bæmbu,1
ban,bæn,1
banal,bənɑl,1
banality,,0
banana,bənænə,1
bananas,bənænəz,1
band,bænd,1
bandage,bændɪdʒ,1
bandana,bændænə,1
bandicoot,,0
bandit,,0
bandleader,bændlidɚ,1
bandstand,bændstænd,1
bandwagon,bændwæɡən,1
bandwidth,,0
bandy,bændi,1
bane,beɪn,1
bang,bæŋ,1
banger,bæŋɚ,1
banging,bæŋɪŋ,1
bangle,bæŋɡəl,1
bangs,bæŋz,1
banish,bænɪʃ,1
banishment,bænɪʃmənt,1
banister,,0
banjo,bændʒoʊ,1
bank,bæŋk,1
bankable,bæŋkəbəl,1
banker,bæŋkɚ,1
banking,bæŋkɪŋ,1
banknote,bæŋknoʊt,1
bankroll,bæŋkɹoʊl,1
bankrupt,bæŋkɹəpt,4
bankruptcy,bæŋkɹəpsi,3
banner,bænɚ,1
bannister,bænəstɚ,1
banquet,bæŋkwət,1
banshee,bænʃi,1
bantam,bæntəm,1
banter,bæntɚ,1
bantering,bæntɚɪŋ,1
banyan,,0
baptism,bæptɪzəm,1
baptismal,bæptɪzməl,1
baptize,bæptaɪz,1
bar,bɑɹ,1
barb,bɑɹb,1
barbarian,bɑɹbɛɹiən,1
barbaric,bɑɹbæɹɪk,2
barbarism,bɑɹbɚɪzəm,1
barbarity,,0
barbarous,bɑɹbɚəs,1
barbecue,bɑɹbɪkju,5
barbed,bɑɹbd,1
barbell,bɑɹbɛl,1
barber,bɑɹbɚ,1
barbershop,bɑɹbɚʃɑp,1
barbie,bɑɹbi,1
barbiturate,,0
bard,bɑɹd,1
bare,bɛɹ,1
barefoot,bɛɹfʊt,1
barely,bɛɹli,1
barf,bɑɹf,1
bargain,bɑɹɡən,3
bargainer,bɑɹɡɪnɚ,1
barge,bɑɹdʒ,1
baritone,bɛɹətoʊn,1
barium,bɛɹiəm,1
bark,bɑɹk,1
barker,bɑɹkɚ,1
barking,bɑɹkɪŋ,1
barley,bɑɹli,1
barman,bɑɹmən,1
barn,bɑɹn,1
barnacle,bɑɹnəkəl,1
barney,bɑɹni,1
barnstorm,bɑɹnstɔɹm,1
barnstorming,bɑɹnstɔɹmɪŋ,1
barnyard,bɑɹnjɑɹd,1
barometer,,0
barometric,,0
baron,,0
baroness,,0
baronet,,0
baroque,,0
barrack,,0
barracks,bæɹəks,2
barracuda,bɛɹəkudə,1
barrage,,0
barre,,0
barred,bɑɹd,1
barrel,bæɹəl,4
barren,bæɹən,4
barrette,,0
barricade,bæɹəkeɪd,2
barrier,,0
barring,bɑɹɪŋ,1
barrio,bɑɹioʊ,1
barrister,,0
barrow,,0
bartender,bɑɹtɛndɚ,1
barter,bɑɹtɚ,1
basal,beɪsəl,1
basalt,bəsɔlt,2
base,beɪs,1
baseball,beɪsbɔl,3
baseboard,beɪsbɔɹd,1
baseless,beɪsləs,1
baseline,beɪslaɪn,1
basement,beɪsmənt,1
bases,,0
bash,bæʃ,1
basher,bæʃɚ,1
bashful,bæʃfəl,1
bashing,bæʃɪŋ,1
basic,beɪsɪk,1
basically,,0
basics,beɪsɪks,1
basil,bæzəl,2
basilica,bəsɪlɪkə,1
basin,beɪsən,1
basis,,0
bask,bæsk,1
basket,bæskət,1
basketball,,0
basophilic,,0
basque,bæsk,1
bass,bæs,6
bassist,beɪsɪst,1
bassoon,bəsun,1
bastard,bæstɚd,1
baste,beɪst,1
bastion,,0
bat,bæt,1
batboy,bætbɔɪ,1
batch,bætʃ,1
bath,bæθ,1
bathe,beɪð,1
bather,beɪðɚ,1
bathing,beɪðɪŋ,1
bathrobe,bæθɹoʊb,1
bathroom,bæθɹum,1
bathtub,,0
batik,bətik,2
batman,,0
baton,bətɑn,1
battalion,bətæljən,2
batten,bætən,1
batter,bætɚ,1
battered,bætɚd,1
battering,bætɚɪŋ,1
battery,bætɚi,1
batting,bætɪŋ,1
battle,bætəl,1
battlefield,bætəlfild,1
battleground,bætəlɡɹaʊnd,1
battlements,bætəlmənts,1
battleship,bætəlʃɪp,1
batty,bæti,1
bauble,,0
bauxite,,0
bawdy,,0
bawl,bɔl,3
bay,beɪ,1
bayonet,beɪənɛt,2
bayou,baɪu,1
bazaar,bəzɑɹ,1
bazooka,bəzukə,1
be,bi,2
beach,bitʃ,1
beachcomber,bitʃkoʊmɚ,1
beached,bitʃt,1
beachfront,,0
beachhead,bitʃhɛd,1
beachy,bitʃi,1
beacon,bikən,1
bead,bid,1
beaded,bidɪd,1
beadle,bidəl,1
beady,bidi,1
beak,bik,1
beaker,bikɚ,1
beam,bim,1
beamer,,0
beaming,bimɪŋ,1
bean,bin,1
bear,bɛɹ,1
bearable,bɛɹəbəl,1
beard,bɪɹd,1
bearded,,0
bearer,bɛɹɚ,1
bearing,bɛɹɪŋ,1
bearings,,0
bearish,bɛɹɪʃ,1
beast,bist,1
beastie,bisti,1
beastly,bistli,1
beat,bit,1
beaten,bitən,1
beater,bitɚ,1
beating,bitɪŋ,1
beatnik,bitnɪk,1
beau,boʊ,1
beautician,bjutɪʃən,1
beautiful,bjutəfəl,1
beautifully,,0
beautify,,0
beauty,bjuti,1
beaux,,0
beaver,bivɚ,1
bebop,bibɑp,1
becalmed,bɪkɑmd,1
became,bɪkeɪm,1
because,bɪkɔz,2
beck,bɛk,1
beckon,bɛkən,1
become,bɪkʌm,1
becoming,bɪkʌmɪŋ,1
bed,bɛd,1
bedbug,,0
bedchamber,bɛdtʃeɪmbɚ,1
bedding,bɛdɪŋ,1
bedfellow,bɛdfɛloʊ,1
bedlam,bɛdləm,1
bedpan,bɛdpæn,1
bedraggled,bɪdɹæɡəld,1
bedridden,bɛdɹɪdən,1
bedrock,bɛdɹɑk,1
bedroom,bɛdɹum,1
bedside,bɛdsaɪd,1
bedspread,bɛdspɹɛd,1
bedtime,bɛdtaɪm,1
bee,bi,1
beech,bitʃ,1
beef,bif,1
beefeater,bifitɚ,1
beefsteak,bifsteɪk,1
beefy,bifi,1
beehive,bihaɪv,1
beekeeper,bikipɚ,1
beekeeping,bikipɪŋ,1
been,bɪn,1
beep,bip,1
beeper,bipɚ,1
beer,bɪɹ,1
beery,bɪɹi,1
beet,bit,1
beetle,bitəl,1
befall,bɪfɔl,2
befitting,bɪfɪtɪŋ,1
before,bɪfɔɹ,1
beforehand,bɪfɔɹhænd,1
befriend,bɪfɹɛnd,1
befuddled,bɪfʌdəld,1
beg,bɛɡ,1
began,bɪɡæn,1
beget,bɪɡɛt,1
beggar,bɛɡɚ,1
begin,bɪɡɪn,1
beginner,bɪɡɪnɚ,1
beginning,bɪɡɪnɪŋ,1
begonia,bɪɡoʊnjə,2
begrudge,bɪɡɹʌdʒ,1
beguile,bɪɡaɪl,1
beguiling,bɪɡaɪlɪŋ,1
begun,bɪɡʌn,1
behave,bɪheɪv,1
behavior,bɪheɪvjɚ,1
behavioral,bɪheɪvjɚəl,1
behaviorally,,0
behaviorist,bɪheɪvjɚɪst,1
behaviour,bɪheɪvjɚ,1
behead,bɪhɛd,1
beheld,,0
behemoth,,0
behest,bɪhɛst,1
behind,bɪhaɪnd,1
behold,bɪhoʊld,1
beholden,bɪhoʊldən,1
beholder,,0
beige,beɪʒ,1
being,biɪŋ,1
belabor,bɪleɪbɚ,1
belated,bɪleɪtɪd,1
belch,bɛltʃ,1
beleaguered,bɪliɡɚd,1
belfry,bɛlfɹi,1
belie,bɪlaɪ,1
belief,bɪlif,1
believable,,0
believe,bɪliv,1
believer,bɪlivɚ,1
belittle,bɪlɪtəl,1
bell,bɛl,1
bellboy,bɛlbɔɪ,1
belle,bɛl,1
bellflower,bɛlflaʊɚ,1
bellhop,bɛlhɑp,1
bellicose,bɛləkoʊs,1
belligerence,bəlɪdʒɚəns,1
belligerent,bəlɪdʒɚənt,1
bellman,bɛlmən,1
bellow,bɛloʊ,1
bellows,bɛloʊz,1
bellwether,bɛlwɛðɚ,1
belly,bɛli,1
bellyache,bɛlieɪk,1
bellyaching,bɛlieɪkɪŋ,1
belong,bɪlɔŋ,3
belonging,,0
belongings,bɪlɔŋɪŋz,2
beloved,,0
below,bɪloʊ,1
belt,bɛlt,1
belter,bɛltɚ,1
beltway,bɛltweɪ,1
beluga,,0
belvedere,bɛlvədɪɹ,1
belying,bɪlaɪɪŋ,1
bemoan,bɪmoʊn,1
bemused,bɪmjuzd,1
bemusement,,0
bench,bɛntʃ,1
benchmark,bɛntʃmɑɹk,1
bend,bɛnd,1
bender,bɛndɚ,1
beneath,bɪniθ,1
benedictine,bɛnədɪktin,1
benediction,bɛnədɪkʃən,1
benefactor,bɛnəfæktɚ,1
beneficence,,0
beneficent,,0
beneficial,bɛnəfɪʃəl,1
beneficially,bɛnəfɪʃəli,1
beneficiary,bɛnəfɪʃiɛɹi,1
benefit,bɛnəfɪt,1
benevolence,bənɛvələns,1
benevolent,bənɛvələnt,1
benighted,bɪnaɪtɪd,1
benign,bɪnaɪn,1
benignly,,0
benne,,0
benny,bɛni,1
bent,bɛnt,1
