Word,Possible Pronunciations
anticipations,æntɪsəpeɪʃənz
anticipatory,æntɪsəpətɔɹi
anticommunist,æntikɑmjənɪst æntikɒmjənɪst
antidepressants,æntaɪdɪpɹɛsənts
antifungal,æntaɪfʌŋɡəl
antigens,æntɪdʒənz
antigone,ætɪɡəni
antigovernment,æntiɡʌvɝmənt æntiɡʌvɚmənt
antihistamines,æntihɪstəmənz
antilles,æntɪliz
antimissile,æntaɪmɪsəl
antioxidants,æntiɑksədənts æntiɒksədənts
antipersonnel,æntaɪpɝsənɛl æntaɪpɚsənɛl
antiques,æntiks
antiquities,æntɪkwətiz
antitank,æntitæŋk
antoinette,æntwənɛt
antonio,æntoʊnioʊ
antony,æntəni
ants,ænts
antwerp,æntwɝp æntwɚp
anxieties,æŋzaɪətiz
ap,eɪpi
apache,əpætʃi
apaches,əpætʃiz
apartments,əpɑɹtmənts əpɒɹtmənts
apatite,æpətaɪt
apelike,eɪplaɪk
apes,eɪps
aphids,æfɪdz
aphorisms,æfɝɪzəmz æfɚɪzəmz
aphrodite,æfɹədaɪti
aping,eɪpɪŋ
apollo,əpɑloʊ əpɒloʊ
apollonian,æpəloʊniən
apologies,əpɑlədʒiz əpɒlədʒiz
apologise,əpɑlədʒaɪz əpɒlədʒaɪz
apologised,əpɑlədʒaɪzd əpɒlədʒaɪzd
apologising,əpɑlədʒaɪzɪŋ əpɒlədʒaɪzɪŋ
apologists,əpɑlədʒɪsts əpɒlədʒɪsts
apologized,əpɑlədʒaɪzd əpɒlədʒaɪzd
apologizes,əpɑlədʒaɪzɪz əpɒlədʒaɪzɪz
apologizing,əpɑlədʒaɪzɪŋ əpɒlədʒaɪzɪŋ
apostles,əpɔsəlz
apostrophes,əpɑstɹəfiz əpɒstɹəfiz
appalachia,æpəlætʃiə
appalachian,æpəleɪtʃən
appalachians,æpəleɪtʃənz
appalls,əpɔlz
apparatuses,æpɝætəsəz æpɚætəsəz
apparitions,æpɝɪʃənz æpɚɪʃənz
appealed,əpild
appeals,əpilz
appeared,əpɪɹd
appearing,əpɪɹɪŋ
appears,əpɪɹz
appeased,əpizd
appeasing,əpizɪŋ
appel,æpəl
appendages,əpɛndɪdʒɪz
appendectomies,æpəndɛktəmiz
appended,əpɛndɪd
appendixes,əpɛndɪksɪz
appetites,æpətaɪts
appetizers,æpətaɪzɝz æpətaɪzɚz
applauded,əplɔdɪd
applauding,əplɔdɪŋ
applauds,əplɔdz
apples,æpəlz
appliances,əplaɪənsɪz
applicants,æplɪkənts
applications,æpləkeɪʃənz
applies,əplaɪz
appling,æpəlɪŋ
applying,əplaɪɪŋ
appointees,əpɔɪntiz
appointing,əpɔɪntɪŋ
appointments,əpɔɪntmənts
appoints,əpɔɪnts
apportioned,əpɔɹʃənd
appraisals,əpɹeɪzəlz
appraised,əpɹeɪzd
appraisers,əpɹeɪzɝz əpɹeɪzɚz
appraising,əpɹeɪzɪŋ
appreciated,əpɹiʃieɪtɪd
appreciates,əpɹiʃieɪts
appreciating,əpɹiʃieɪtɪŋ
apprehended,æpɹɪhɛndəd
apprehending,æpɹɪhɛndɪŋ
apprehensions,æpɹɪhɛnʃənz
apprenticed,əpɹɛntəst
apprentices,əpɹɛntəsɪz
apprenticeships,əpɹɛntəsʃɪps
apprised,əpɹaɪzd
approached,əpɹoʊtʃt
approaches,əpɹoʊtʃɪz
approaching,əpɹoʊtʃɪŋ
appropriated,əpɹoʊpɹieɪtɪd
appropriating,əpɹoʊpɹieɪtɪŋ
appropriations,əpɹoʊpɹieɪʃənz
approvals,əpɹuvəlz
approves,əpɹuvz
approximated,əpɹɑksəmeɪtəd əpɹɒksəmeɪtəd
approximates,əpɹɑksəməts əpɹɒksəməts
approximating,əpɹɑksɪmeɪtɪŋ əpɹɒksɪmeɪtɪŋ
approximations,əpɹɑksəmeɪʃənz əpɹɒksəmeɪʃənz
apps,æps
apricots,æpɹəkɑts æpɹəkɒts
april,eɪpɹəl
aprons,eɪpɹənz
aptitudes,æptətudz
aqualung,ækwələŋ
aquariums,əkwɛɹiəmz
aquarius,əkwɛɹiəs
aqueducts,ækwədAH2kts
aquila,ækwələ
aquilino,ɑkwilinoʊ ɒkwilinoʊ
aquinas,əkwaɪnəs
ar,ɑɹ ɒɹ
ara,æɹə
arab,æɹəb
arabia,əɹeɪbiə
arabian,əɹeɪbiən
arabians,əɹeɪbiənz
arabic,æɹəbɪk
arabs,æɹəbz
arachnids,əɹæknɪdz
arango,ɑɹɑŋɡoʊ ɑɹɒŋɡoʊ ɒɹɑŋɡoʊ ɒɹɒŋɡoʊ
arapaho,ɝæpəhoʊ ɚæpəhoʊ
arb,ɑɹb ɒɹb
arbiters,ɑɹbətɝz ɑɹbətɚz ɒɹbətɝz ɒɹbətɚz
arbitrager,ɑɹbɪtɹɑʒɝ ɑɹbɪtɹɑʒɚ ɑɹbɪtɹɒʒɝ ɑɹbɪtɹɒʒɚ ɒɹbɪtɹɑʒɝ ɒɹbɪtɹɑʒɚ ɒɹbɪtɹɒʒɝ ɒɹbɪtɹɒʒɚ
arbitrageurs,ɑɹbətɹɑʒɝz ɑɹbətɹɑʒɚz ɑɹbətɹɒʒɝz ɑɹbətɹɒʒɚz ɒɹbətɹɑʒɝz ɒɹbətɹɑʒɚz ɒɹbətɹɒʒɝz ɒɹbətɹɒʒɚz
arbitrates,ɑɹbɪtɹeɪts ɒɹbɪtɹeɪts
arbitrations,ɑɹbɪtɹeɪʃənz ɒɹbɪtɹeɪʃənz
arbs,ɑɹbz ɒɹbz
arcades,ɑɹkeɪdz ɒɹkeɪdz
arcadia,ɑɹkeɪdiə ɒɹkeɪdiə
arcadians,ɑɹkeɪdiənz ɒɹkeɪdiənz
arcana,ɑɹkænə ɒɹkænə
arcanum,ɑɹkənəm ɒɹkənəm
archaeologists,ɑɹkiɑlədʒɪsts ɑɹkiɒlədʒɪsts ɒɹkiɑlədʒɪsts ɒɹkiɒlədʒɪsts
archangels,ɑɹkeɪndʒəlz ɒɹkeɪndʒəlz
archenemy,ɑɹtʃɛnəmi ɒɹtʃɛnəmi
archeological,ɑɹkiəlɑdʒɪkəl ɑɹkiəlɒdʒɪkəl ɒɹkiəlɑdʒɪkəl ɒɹkiəlɒdʒɪkəl
archers,ɑɹtʃɝz ɑɹtʃɚz ɒɹtʃɝz ɒɹtʃɚz
arches,ɑɹtʃəz ɒɹtʃəz
archetypes,ɑɹkɪtaɪps ɒɹkɪtaɪps
archie,ɑɹtʃi ɒɹtʃi
archimedes,ɑɹkəmidiz ɒɹkəmidiz
arching,ɑɹtʃɪŋ ɒɹtʃɪŋ
architects,ɑɹkətɛkts ɒɹkətɛkts
architectures,ɑɹkətɛktʃɝz ɑɹkətɛktʃɚz ɒɹkətɛktʃɝz ɒɹkətɛktʃɚz
archives,ɑɹkaɪvz ɒɹkaɪvz
archivists,ɑɹkəvɪsts ɒɹkəvɪsts
arco,ɑɹkoʊ ɒɹkoʊ
arcs,ɑɹks ɒɹks
arcturus,ɑɹktʊɹəs ɒɹktʊɹəs
areas,ɛɹiəz
aren,ɑɹən ɒɹən
arenas,ɝinəz ɚinəz
arent,ɑɹənt ɒɹənt
ares,ɑɹz ɒɹz
argentina,ɑɹdʒəntinə ɒɹdʒəntinə
argentine,ɑɹdʒəntin ɒɹdʒəntin
argentines,ɑɹdʒəntinz ɒɹdʒəntinz
argh,ɑɹɡ ɒɹɡ
argo,ɑɹɡoʊ ɒɹɡoʊ
argonaut,ɑɹɡənɔt ɒɹɡənɔt
argonauts,ɑɹɡənɔts ɒɹɡənɔts
argosy,ɑɹɡəsi ɒɹɡəsi
argued,ɑɹɡjud ɒɹɡjud
argues,ɑɹɡjuz ɒɹɡjuz
arguing,ɑɹɡjuɪŋ ɒɹɡjuɪŋ
arguments,ɑɹɡjəmənts ɒɹɡjəmənts
argus,ɑɹɡəs ɒɹɡəs
argyll,ɑɹɡaɪl ɒɹɡaɪl
ariadne,ɛɹiædni
arias,ɑɹiəz ɒɹiəz
ariel,ɛɹiəl
aries,ɛɹiz
arisen,ɝɪzən ɚɪzən
arises,ɝaɪzɪz ɚaɪzɪz
arising,ɝaɪzɪŋ ɚaɪzɪŋ
arista,ɝɪstə ɚɪstə
aristocrats,ɝɪstəkɹæts ɚɪstəkɹæts
aristotelian,ɝɪstətiliən ɚɪstətiliən
aristotle,ɛɹəstɑtəl ɛɹəstɒtəl
arizona,ɛɹɪzoʊnə
arizonans,ɝɪzoʊnənz ɚɪzoʊnənz
arjun,ɑɹdʒən ɒɹdʒən
ark,ɑɹk ɒɹk
arkansas,ɑɹkənsɑ ɑɹkənsɒ ɒɹkənsɑ ɒɹkənsɒ
arlington,ɑɹlɪŋtən ɒɹlɪŋtən
armadillos,ɑɹmədɪloʊz ɒɹmədɪloʊz
armageddon,ɑɹməɡɛdən ɒɹməɡɛdən
armaments,ɑɹməmənts ɒɹməmənts
armbands,ɑɹmbændz ɒɹmbændz
armchairs,ɑɹmtʃɛɹz ɒɹmtʃɛɹz
armenia,ɑɹminiə ɒɹminiə
armenian,ɑɹminiən ɒɹminiən
armenians,ɑɹminiənz ɒɹminiənz
armies,ɑɹmiz ɒɹmiz
arming,ɑɹmɪŋ ɒɹmɪŋ
armoire,ɑmwɑɹ ɑmwɒɹ ɒmwɑɹ ɒmwɒɹ
armpits,ɑɹmpɪts ɒɹmpɪts
armrests,ɑɹmɹɛsts ɒɹmɹɛsts
armstrong,ɑɹmstɹɑŋ ɑɹmstɹɒŋ ɒɹmstɹɑŋ ɒɹmstɹɒŋ
arn,ɑɹn ɒɹn
arnold,ɑɹnəld ɒɹnəld
aromas,ɝoʊməz ɚoʊməz
arouses,ɝaʊzɪz ɚaʊzɪz
arousing,ɝaʊzɪŋ ɚaʊzɪŋ
arraigned,ɝeɪnd ɚeɪnd
arraignments,ɝeɪnmənts ɚeɪnmənts
arranged,ɝeɪndʒd ɚeɪndʒd
arrangements,ɝeɪndʒmənts ɚeɪndʒmənts
arranges,ɝeɪndʒɪz ɚeɪndʒɪz
arranging,ɝeɪndʒɪŋ ɚeɪndʒɪŋ
arrant,æɹənt
arrays,ɝeɪz ɚeɪz
arrested,ɝɛstəd ɚɛstəd
arrests,ɝɛsts ɚɛsts
arrhythmias,ɝɪðmiəz ɚɪðmiəz
arrivals,ɝaɪvəlz ɚaɪvəlz
arrived,ɝaɪvd ɚaɪvd
arrives,ɝaɪvz ɚaɪvz
arriving,ɝaɪvɪŋ ɚaɪvɪŋ
arrowheads,æɹoʊhɛdz
arrows,æɹoʊz
arsenals,ɑɹsənəlz ɒɹsənəlz
arses,ɑɹsɪz ɒɹsɪz
arsonists,ɑɹsənəsts ɒɹsənəsts
arteries,ɑɹtɝiz ɑɹtɚiz ɒɹtɝiz ɒɹtɚiz
arthropods,ɑɹθɹəpɑdz ɑɹθɹəpɒdz ɒɹθɹəpɑdz ɒɹθɹəpɒdz
arthur,ɑɹθɝ ɑɹθɚ ɒɹθɝ ɒɹθɚ
arthurian,ɑɹθʊɹiən ɒɹθʊɹiən
artichokes,ɑɹtɪtʃoʊks ɒɹtɪtʃoʊks
articles,ɑɹtəkəlz ɒɹtəkəlz
articulates,ɑɹtɪkjələts ɒɹtɪkjələts
articulating,ɑɹtɪkjəleɪtɪŋ ɒɹtɪkjəleɪtɪŋ
artifacts,ɑɹtəfækts ɒɹtəfækts
artisans,ɑɹtəzənz ɒɹtəzənz
artists,ɑɹtɪsts ɒɹtɪsts
artworks,ɑɹtwɝks ɑɹtwɚks ɒɹtwɝks ɒɹtwɚks
arx,ɑɹks ɒɹks
ary,ɛɹi
aryan,ɑɹiən ɒɹiən
ascendant,əsɛndənt
ascended,əsɛndəd
ascends,əsɛndz
ascertained,æsɝteɪnd æsɚteɪnd
ascertaining,æsɝteɪnɪŋ æsɚteɪnɪŋ
ascorbic,əskɔɹbɪk
ascribe,əskɹaɪb
ascribed,əskɹaɪbd
asgard,ɑsɡɑɹd ɑsɡɒɹd ɒsɡɑɹd ɒsɡɒɹd
asher,æʃɝ æʃɚ
ashkenazi,æʃkənɑzi æʃkənɒzi
ashman,æʃmən
ashtrays,æʃtɹeɪz
asia,eɪʒə
asian,eɪʒən
asians,eɪʒənz
asiatic,eɪʒiætɪk
asides,əsaɪdz
askance,əskæns
asked,æskt
asker,æskɝ æskɚ
asking,æskɪŋ
asks,æsks
asmodeus,æzmədeɪəs
aspects,æspɛkts
aspens,æspənz
aspersions,əspɝʒənz əspɚʒənz
asphyxiated,æsfɪksieɪtɪd
asphyxiates,æsfɪksieɪts
asphyxiating,æsfɪksieɪtɪŋ
aspirants,æspɝənts æspɚənts
aspirated,æspɝeɪtɪd æspɚeɪtɪd
aspirations,æspɝeɪʃənz æspɚeɪʃənz
aspire,əspaɪɹ
aspired,əspaɪɹd
aspires,əspaɪɝz əspaɪɚz
assailants,əseɪlənts
assailed,əseɪld
assailing,əseɪlɪŋ
assam,ɑsɑm ɑsɒm ɒsɑm ɒsɒm
assassinated,əsæsəneɪtəd
assassinating,əsæsəneɪtɪŋ
assassinations,əsæsəneɪʃənz
assassins,əsæsənz
assaulted,əsɔltɪd
assaulting,əsɔltɪŋ
assaultive,əsɔltɪv
assaults,əsɔlts
assembled,əsɛmbəld
assemblers,əsɛmblɝz əsɛmblɚz
assembles,əsɛmbəlz
assemblies,əsɛmbliz
assembling,əsɛmbəlɪŋ
assemblymen,əsɛmblimɪn
asserted,əsɝtəd əsɚtəd
asserting,əsɝtɪŋ əsɚtɪŋ
assertions,əsɝʃənz əsɚʃənz
asserts,əsɝts əsɚts
asses,æsəz
assessed,əsɛst
assesses,əsɛsɪz
assessing,əsɛsɪŋ
assessments,əsɛsmənts
assessors,əsɛsɝz əsɛsɚz
assets,æsɛts
assholes,æshoʊlz
assigned,əsaɪnd
assigning,əsaɪnɪŋ
assignments,əsaɪnmənts
assigns,əsaɪnz
assimilated,əsɪməleɪtɪd
assimilating,əsɪməleɪtɪŋ
assisi,əsisi
assistants,əsɪstənts
assisted,əsɪstəd
assisting,əsɪstɪŋ
assists,əsɪsts
associates,əsoʊsiəts
associating,əsoʊsieɪtɪŋ
associations,əsoʊsieɪʃənz
assuaged,əsweɪdʒd
assumed,əsumd
assumes,əsumz
assuming,əsumɪŋ
assumptions,əsʌmpʃənz
assurances,əʃʊɹənsɪz
assures,əʃʊɹz
assuring,əʃʊɹɪŋ
assyria,əsɪɹiə
assyrian,əsɪɹiən
assyrians,əsɪɹiənz
ast,æst
asta,ɑstə ɒstə
asteroids,æstɝɔɪdz æstɚɔɪdz
asthmatics,ɛsθmɛtɪks
astor,æstɝ æstɚ
astounds,əstaʊndz
astringents,əstɹɪndʒənts
astrodome,æstɹədoʊm
astrologers,əstɹɑlədʒɝz əstɹɑlədʒɚz əstɹɒlədʒɝz əstɹɒlədʒɚz
astronautical,æstɹənɑtɪkəl æstɹənɒtɪkəl
astronauts,æstɹənɔts
astronomers,əstɹɑnəmɝz əstɹɑnəmɚz əstɹɒnəmɝz əstɹɒnəmɚz
asymmetries,eɪsɪmətɹiz
atalanta,ætəlæntə
atchison,ætʃɪsən
atheistic,eɪθiɪstɪk
atheists,eɪθiəsts
athena,æθinə
atheneum,æθənum
athenian,æθiniən
athenians,æθiniənz
athens,æθənz
athletes,æθlits
athwart,əθwɔɹt
atlanta,ætlæntə
atlantic,ətlæntɪk
atlantis,ætlæntɪs
atlases,ætləsɪz
atm,eɪtiɛm
atocha,ətɑtʃə ətɒtʃə
atoms,ætəmz
atria,eɪtɹiə
atrocities,ətɹɑsətiz ətɹɒsətiz
atrophied,ætɹəfid
atrophies,ætɹəfiz
atta,ætə
attache,ætəʃeɪ
attaches,ətætʃɪz
attaching,ətætʃɪŋ
attachments,ətætʃmənts
attacked,ətækt
attackers,ətækɝz ətækɚz
attacks,ətæks
attained,əteɪnd
attaining,əteɪnɪŋ
attains,əteɪnz
attar,ætɑɹ ætɒɹ
attempting,ətɛmptɪŋ
attempts,ətɛmpts
attendants,ətɛndənts
attended,ətɛndəd
attendees,ətɛndiz
attending,ətɛndɪŋ
attends,ətɛndz
attested,ətɛstɪd
attesting,ətɛstɪŋ
attests,ətɛsts
attics,ætɪks
attila,ətɪlə
attitudes,ætətudz
attorneys,ətɝniz ətɚniz
attracted,ətɹæktəd
attracting,ətɹæktɪŋ
attractions,ətɹækʃənz
attracts,ətɹækts
attributed,ətɹɪbjətəd
attributes,ətɹɪbjuts
attributing,ətɹɪbjətɪŋ
aube,ɔb
auckland,ɑklənd ɒklənd
auctioned,ɔkʃənd
auctioneers,ɔkʃənɪɹz
auctioning,ɔkʃənɪŋ
auctions,ɑkʃənz ɒkʃənz
aud,ɔd
audibles,ɑdəbəlz ɒdəbəlz
audiences,ɑdiənsəz ɒdiənsəz
audiotapes,ɔdioʊteɪps
audited,ɔdɪtɪd
auditing,ɑdətɪŋ ɒdətɪŋ
auditioned,ɔdɪʃənd
auditioning,ɑdɪʃənɪŋ ɒdɪʃənɪŋ
auditions,ɔdɪʃənz
auditoriums,ɔdɪtɔɹiəmz
auditors,ɑdətɝz ɑdətɚz ɒdətɝz ɒdətɚz
audits,ɑdəts ɒdəts
audubon,ɔdəbɑn ɔdəbɒn
aug,ɔɡəst
augmenting,ɔɡmɛntɪŋ
augurs,ɔɡɝz ɔɡɚz
augusta,əɡʌstə
auguste,ɔɡəst
augustin,aʊɡustin
augustine,ɑɡəstin ɒɡəstin
auld,ɔld
aunts,ænts
aussie,ɔsi
auster,ɔstɝ ɔstɚ
austin,ɔstən
austral,ɔstɹəl
australia,ɔstɹeɪljə
australian,ɔstɹeɪljən
australians,ɔstɹeɪljənz
australopithecine,ɔstɹeɪloʊpɪθəsaɪn
austria,ɔstɹiə
austrian,ɔstɹiən
austrians,ɔstɹiənz
auth,ɔθ
authenticated,ɔθɛntəkeɪtəd
authenticating,ɔθɛntəkeɪtɪŋ
authored,ɔθɝd ɔθɚd
authorities,əθɔɹətiz
authorizations,ɔθɝəzeɪʃənz ɔθɚəzeɪʃənz
authorizes,ɔθɝaɪzɪz ɔθɚaɪzɪz
authorizing,ɔθɝaɪzɪŋ ɔθɚaɪzɪŋ
authors,ɔθɝz ɔθɚz
autobiographies,ɔtəbaɪɑɡɹəfiz ɔtəbaɪɒɡɹəfiz
autographed,ɔtəɡɹæft
autographs,ɔtəɡɹæfs
automakers,ɔtoʊmeɪkɝz ɔtoʊmeɪkɚz
automates,ɔtəmeɪts
automatics,ɔtəmætɪks
automating,ɔtəmeɪtɪŋ
automobiles,ɔtəmoʊbilz
autonomously,ɔtɑnoʊməsli ɔtɒnoʊməsli
autopsied,ɔtɑpsid ɔtɒpsid
autopsies,ɔtɑpsiz ɔtɒpsiz
autos,ɔtoʊz
aux,oʊ
av,eɪvi
ava,eɪvə
availed,əveɪld
avalanches,ævəlæntʃɪz
avalon,ævəlɑn ævəlɒn
avant,əvɑnt əvɒnt
avatars,ævətɑɹz ævətɒɹz
ave,ɑveɪ ɒveɪ
avenged,əvɛndʒd
avenging,əvɛndʒɪŋ
avenues,ævənuz
averaged,ævɹɪdʒd
averages,ævɹɪdʒɪz
averaging,ævɹɪdʒɪŋ
averil,eɪvɝɪl eɪvɚɪl
averted,əvɝtəd əvɚtəd
averting,əvɝtɪŋ əvɚtɪŋ
aviators,eɪvieɪtɝz eɪvieɪtɚz
avions,eɪviənz
avis,eɪvɪs
avocados,ævəkɑdoʊz ævəkɒdoʊz
avoided,əvɔɪdɪd
avoiding,əvɔɪdɪŋ
avoids,əvɔɪdz
awacs,eɪwæks
awaited,əweɪtɪd
awaiting,əweɪtɪŋ
awaits,əweɪts
awakened,əweɪkənd
awakens,əweɪkənz
awarded,əwɔɹdɪd
awards,əwɔɹdz
aways,eɪweɪz
awol,eɪwɔl
axed,ækst
axioms,æksiəmz
axles,æksəlz
ayatollahs,aɪətɑlɑz aɪətɑlɒz aɪətɒlɑz aɪətɒlɒz
ayes,aɪz
azaleas,əzeɪljəz
azores,əzɔɹz
aztec,æztɛk
azteca,æztɛkə
aztecs,æztɛks
b,bi
ba,bieɪ
baas,bɑz bɒz
babbage,bæbɪdʒ
babbit,bæbɪt
babbitt,bæbɪt
babbled,bæbəld
babbling,bæbəlɪŋ
babcock,bæbkɔk
babes,beɪbz
babies,beɪbiz
babish,bæbɪʃ
baboons,bæbunz
babu,bɑbu bɒbu
babushka,bəbʊʃkə
babushkas,bəbʊʃkəz
babylon,bæbəlɑn bæbəlɒn
babylonian,bæbəloʊniən
babylonians,bæbəloʊniənz
babysat,beɪbisæt
babysitters,beɪbisɪtɝz beɪbisɪtɚz
baccarat,bɑkɝɑ bɑkɝɒ bɑkɚɑ bɑkɚɒ bɒkɝɑ bɒkɝɒ bɒkɚɑ bɒkɚɒ
bacchanal,bəkeɪnəl
bacchanalia,bækəneɪljə
bacchus,bækɪs
bach,bɑk bɒk
bacharach,bækɝæk bækɚæk
bache,bætʃ
bachelors,bætʃlɝz bætʃlɚz
backaches,bækeɪks
backboards,bækbɔɹdz
backbones,bækboʊnz
backdated,bækdeɪtɪd
backdrops,bækdɹɑps bækdɹɒps
backed,bækt
backers,bækɝz bækɚz
backfired,bækfaɪɝd bækfaɪɚd
backfires,bækfaɪɝz bækfaɪɚz
backfiring,bækfaɪɝɪŋ bækfaɪɚɪŋ
backgrounds,bækɡɹaʊndz
backhoes,bækhoʊz
backlogs,bæklɔɡz
backpacks,bækpæks
backpedaling,bækpɛdəlɪŋ
backpedals,bækpɛdəlz
backrest,bækɹɛst
backrests,bækɹɛsts
backrooms,bækɹumz
backs,bæks
backseats,bæksits
backsides,bæksaɪdz
backsliding,bækslaɪdɪŋ
backstairs,bækstɛɹz
backtracked,bæktɹækt
backtracking,bæktɹækɪŋ
backups,bækAH2ps
backus,bækəs
backwaters,bækwɔtɝz bækwɔtɚz
backyards,bækjɑɹdz bækjɒɹdz
badgered,bædʒɝd bædʒɚd
badgering,bædʒɝɪŋ bædʒɚɪŋ
badgers,bædʒɝz bædʒɚz
badges,bædʒɪz
badland,bædlænd
baedeker,beɪdəkɝ beɪdəkɚ
baffled,bæfəld
baffles,bæfəlz
bagels,beɪɡəlz
bagged,bæɡd
baggie,bæɡi
bagging,bæɡɪŋ
baghdad,bæɡdæd
bagpiper,bæɡpaɪpɝ bæɡpaɪpɚ
bags,bæɡz
bahamas,bəhɑməz bəhɒməz
bahamian,bəheɪmiən
baile,beɪl
bailed,beɪld
bailer,beɪlɝ beɪlɚ
baileys,beɪliz
bailiffs,beɪlɪfs
bailing,beɪlɪŋ
bailouts,beɪlaʊts
baited,beɪtɪd
baiting,beɪtɪŋ
baits,beɪts
baja,bɑhɑ bɑhɒ bɒhɑ bɒhɒ
baka,bɑkə bɒkə
baked,beɪkt
bakeries,beɪkɝiz beɪkɚiz
bakers,beɪkɝz beɪkɚz
bakersfield,beɪkɝzfild beɪkɚzfild
bakes,beɪks
bakshi,bækʃi
baku,bɑku bɒku
bakula,bəkulə
bal,bæl
balancer,bælənsɝ bælənsɚ
balances,bælənsɪz
balancing,bælənsɪŋ
balas,bæləs
balboa,bɑlboʊə bɒlboʊə
balconies,bælkəniz
balder,bɔldɝ bɔldɚ
baldric,bældɹɪk
bales,beɪlz
bali,bɑli bɒli
balian,beɪliən
balinese,bælɪniz
baling,beɪlɪŋ
balkan,bɔlkən
balkans,bɔlkənz
balked,bɔkt
balking,bɔkɪŋ
balks,bɔks
ballads,bælədz
ballard,bælɝd bælɚd
ballas,bæləz
ballasts,bæləsts
ballcocks,bɔlkɑks bɔlkɒks
balled,bɔld
ballerinas,bælɝinəz bælɚinəz
ballets,bæleɪz
balling,bɔlɪŋ
ballo,bæloʊ
ballooned,bəlund
balloonists,bəlunɪsts
balloons,bəlunz
balloting,bælətɪŋ
ballots,bæləts
ballparks,bɔlpɑɹks bɔlpɒɹks
ballplayers,bɔlpleɪɝz bɔlpleɪɚz
ballpoint,bɔlpɔɪnt
ballpoints,bɔlpɔɪnts
ballrooms,bɔlɹumz
balms,bɑmz bɒmz
balow,bæloʊ
balsa,bɔlsə
baltimore,bɔltəmɔɹ
bambino,bæmbinoʊ
bambinos,bæmbinoʊz
banalities,bənælɪtiz
banbury,bænbɛɹi
banco,bæŋkoʊ
banda,bændə
bandaged,bændədʒd
bandages,bændədʒəz
bandanas,bændænəz
bandar,bændɑɹ bændɒɹ
banded,bændɪd
bander,bændɝ bændɚ
bandied,bændid
banding,bændɪŋ
banditry,bændətɹi
bandits,bændəts
bandleaders,bændlidɝz bændlidɚz
bandolier,bændəlɪɹ
bandoliers,bændəlɪɹz
bands,bændz
banes,beɪnz
banged,bæŋd
bangers,bæŋɝz bæŋɚz
bangkok,bæŋkɑk bæŋkɒk
bangladesh,bæŋlədɛʃ
bangles,bæŋɡəlz
banished,bænɪʃt
banishing,bænɪʃɪŋ
bankbook,bæŋkbʊk
bankcards,bæŋkɑɹdz bæŋkɒɹdz
banked,bæŋkt
bankers,bæŋkɝz bæŋkɚz
banknotes,bæŋknoʊts
bankrolled,bæŋkɹoʊld
bankrolling,bæŋkɹoʊlɪŋ
bankrolls,bæŋkɹoʊlz
bankruptcies,bæŋkɹəptsiz
bankrupted,bæŋkɹəptɪd
bankrupting,bæŋkɹAH2ptɪŋ
banks,bæŋks
banned,bænd
bannerman,bænɝmən bænɚmən
banners,bænɝz bænɚz
banning,bænɪŋ
banque,bæŋk
banquets,bæŋkwəts
bans,bænz
bantams,bæntəmz
bantu,bæntu
baptisms,bæptɪzəmz
baptist,bæptəst
baptists,bæptəsts
baptized,bæptaɪzd
bara,bɑɹə bɒɹə
barba,bɑɹbə bɒɹbə
barbados,bɑɹbeɪdoʊs bɒɹbeɪdoʊs
barbara,bɑɹbɝə bɑɹbɚə bɒɹbɝə bɒɹbɚə
barbarians,bɑɹbɛɹiənz bɒɹbɛɹiənz
barbary,bɑɹbɝi bɑɹbɚi bɒɹbɝi bɒɹbɚi
barbecued,bɑɹbɪkjud bɒɹbɪkjud
barbecues,bɑɹbɪkjuz bɒɹbɪkjuz
barbells,bɑɹbɛlz bɒɹbɛlz
barbeque,bɑɹbɪkju bɒɹbɪkju
barbequed,bɑɹbɪkjud bɒɹbɪkjud
barbeques,bɑɹbɪkjuz bɒɹbɪkjuz
barbera,bɑɹbɛɹə bɒɹbɛɹə
barbero,bɑɹbɛɹoʊ bɒɹbɛɹoʊ
barbers,bɑɹbɝz bɑɹbɚz bɒɹbɝz bɒɹbɚz
barbies,bɑɹbiz bɒɹbiz
barbiturates,bɑɹbɪtʃɝəts bɑɹbɪtʃɚəts bɒɹbɪtʃɝəts bɒɹbɪtʃɚəts
barbone,bɑɹboʊn bɒɹboʊn
barbs,bɑɹbz bɒɹbz
barcelona,bɑɹsɪloʊnə bɒɹsɪloʊnə
bardo,bɑɹdoʊ bɒɹdoʊ
bared,bɛɹd
bares,bɛɹz
barest,bɛɹəst
bargained,bɑɹɡənd bɒɹɡənd
bargaining,bɑɹɡɪnɪŋ bɒɹɡɪnɪŋ
bargains,bɑɹɡənz bɒɹɡənz
barged,bɑɹdʒd bɒɹdʒd
barger,bɑɹdʒɝ bɑɹdʒɚ bɒɹdʒɝ bɒɹdʒɚ
barges,bɑɹdʒəz bɒɹdʒəz
barging,bɑɹdʒɪŋ bɒɹdʒɪŋ
bari,bɑɹi bɒɹi
barile,bɑɹəl bɒɹəl
baring,bɛɹɪŋ
barish,bɛɹɪʃ
barite,bɛɹaɪt
baritones,bɛɹətoʊnz
barked,bɑɹkt bɒɹkt
barkers,bɑɹkɝz bɑɹkɚz bɒɹkɝz bɒɹkɚz
barks,bɑɹks bɒɹks
barlow,bɑɹloʊ bɒɹloʊ
barnabas,bɑɹnəbəs bɒɹnəbəs
barnaby,bɑɹnəbi bɒɹnəbi
