,CMU Word,CMU IPAs,Cambridge IPAs,CMU (Toolkit),Cambridge (Toolkit),Matched Pronunciations (IPA),Matched Pronunciations (Toolkit),Pronunciation Matches,Alternate Pronunciation,Root From Cambridge,Missing From Cambridge,Top Pronunciation (ALL),Top Pronunciation (ALT ONLY)
329,accomplishments,"['əkɑmplɪʃmənts', 'əkɒmplɪʃmənts']","['əkɑmplɪʃmənt', 'əkɑmplɪʃmənt', 'əkɑmplɪʃmənt', 'əkɑmplɪʃmənt']",['ekampl1Sments'],['ekampl1Sment'],[],[],[],0,1,0,1,0
332,accorded,['əkɔɹdɪd'],['əkɔɹd'],['ekcrd1d'],['ekcrd'],[],[],[],0,1,0,1,0
333,according,['əkɔɹdɪŋ'],['əkɔɹd'],['ekcrd1N'],['ekcrd'],[],[],[],0,1,0,1,0
336,accordions,['əkɔɹdiənz'],"['əkɔɹdiən', 'əkɔɹdiən']",['ekcrdienz'],['ekcrdien'],[],[],[],0,1,0,1,0
337,accords,['əkɔɹdz'],"['əkɔɹd', 'əkɔɹd', 'əkɔɹd', 'əkɔɹd', 'əkɔɹd']",['ekcrdz'],['ekcrd'],[],[],[],0,1,0,1,0
339,accosted,"['əkɑstəd', 'əkɒstəd']",['əkɑst'],['ekasted'],['ekast'],[],[],[],0,1,0,1,0
340,accosting,"['əkɑstɪŋ', 'əkɒstɪŋ']",['əkɑst'],['ekast1N'],['ekast'],[],[],[],0,1,0,1,0
342,accountability,['əkaʊntəbɪlɪti'],['əkaʊntəbɪləti'],['ekOnteb1l1ti'],['ekOnteb1leti'],[],[],[],0,0,0,1,0
344,accountancy,['əkaʊntəntsi'],['əkaʊntənsi'],['ekOntentsi'],['ekOntensi'],[],[],[],0,0,0,1,0
346,accountants,['əkaʊntənts'],"['əkaʊntənt', 'əkɑʊntənt']",['ekOntents'],"['ekaUntent', 'ekOntent']",[],[],[],0,1,0,1,0
347,accounted,['əkaʊntɪd'],['əkaʊnt'],['ekOnt1d'],['ekOnt'],[],[],[],0,1,0,1,0
349,accounting,['əkaʊnɪŋ'],"['əkaʊntɪŋ', 'əkaʊntɪŋ', 'əkɑʊntɪŋ', 'ṱɪŋ', 'ṱɪŋ', 'ṱɪŋ']",['ekOn1N'],"['', 'ekaUnt1N', 'ekOnt1N']",[],[],[],1,0,0,0,0
353,accra,"['ɑkɹɑ', 'ɑkɹɒ', 'ɒkɹɑ', 'ɒkɹɒ']",['əkɹɑ'],['akra'],['ekra'],[],[],[],0,0,0,1,0
356,accrediting,['əkɹɛdətɪŋ'],['əkɹɛdɪt'],['ekrEdet1N'],['ekrEd1t'],[],[],[],0,1,0,1,0
359,accrued,['əkɹud'],['əkɹu'],['ekrud'],['ekru'],[],[],[],0,1,0,1,0
360,accrues,['əkɹuz'],"['əkɹu', 'əkɹu']",['ekruz'],['ekru'],[],[],[],0,1,0,1,0
361,accruing,['əkɹuɪŋ'],['əkɹu'],['ekru1N'],['ekru'],[],[],[],0,1,0,1,0
363,accumulated,['əkjumjəleɪtɪd'],"['əkjumjəleɪt', 'əkjumjəleɪt']",['ekjumjel8t1d'],['ekjumjel8t'],[],[],[],0,1,0,1,0
364,accumulates,['əkjumjəleɪts'],"['əkjumjəleɪt', 'əkjumjəleɪt', 'əkjumjəleɪt']",['ekjumjel8ts'],['ekjumjel8t'],[],[],[],0,1,0,1,0
365,accumulating,['əkjumjəleɪtɪŋ'],"['əkjumjəleɪt', 'əkjumjəleɪt']",['ekjumjel8t1N'],['ekjumjel8t'],[],[],[],0,1,0,1,0
367,accumulations,['əkjumjəleɪʃənz'],['əkjumjəleɪʃən'],['ekjumjel8Senz'],['ekjumjel8Sen'],[],[],[],0,1,0,1,0
368,accumulative,['əkjumjəleɪtɪv'],['əkjumjələtɪv'],['ekjumjel8t1v'],['ekjumjelet1v'],[],[],[],0,0,0,1,0
374,accusation,['ækjuzeɪʃən'],['ækjəzeɪʃən'],['@kjuz8Sen'],['@kjez8Sen'],[],[],[],1,0,0,0,0
375,accusations,['ækjəzeɪʃənz'],['ækjəzeɪʃən'],['@kjez8Senz'],['@kjez8Sen'],[],[],[],1,1,0,1,1
376,accusations,['ækjuzeɪʃənz'],['ækjəzeɪʃən'],['@kjuz8Senz'],['@kjez8Sen'],[],[],[],1,1,0,0,0
381,accusers,"['əkjuzɝz', 'əkjuzɚz']",['əkjuzɚ'],['ekjuz3rz'],['ekjuz3r'],[],[],[],0,1,0,1,0
382,accuses,['əkjuzɪz'],"['əkjuz', 'əkjuz', 'əkjuz']",['ekjuz1z'],['ekjuz'],[],[],[],0,1,0,1,0
387,aced,['eɪst'],"['eɪs', 'eɪs', 'eɪs', 'eɪs', 'eɪs', 'eɪs', 'eɪs']",['8st'],['8s'],[],[],[],0,1,0,1,0
388,acerbic,['əsɛɹbɪk'],['əsɝbɪk'],['esErb1k'],['es3rb1k'],[],[],[],0,0,0,1,0
389,aces,['eɪsɪz'],"['eɪs', 'eɪs', 'eɪs', 'eɪs', 'eɪs', 'eɪs', 'eɪs']",['8s1z'],['8s'],[],[],[],0,1,0,1,0
390,acetaminophen,['əsitəmɪnəfən'],['əsitəmɪnəfɛn'],['esitem1nefen'],['esitem1nefEn'],[],[],[],0,0,0,1,0
399,ached,['eɪkt'],['eɪk'],['8kt'],['8k'],[],[],[],0,1,0,1,0
400,aches,['eɪks'],"['eɪk', 'eɪk', 'eɪk', 'eɪk']",['8ks'],['8k'],[],[],[],0,1,0,1,0
403,achieved,['ətʃivd'],['ətʃiv'],['eCivd'],['eCiv'],[],[],[],0,1,0,1,0
405,achievements,['ətʃivmənts'],"['ətʃivmənt', 'ətʃivmənt']",['eCivments'],['eCivment'],[],[],[],0,1,0,1,0
408,achieves,['ətʃivz'],"['ətʃiv', 'ətʃiv']",['eCivz'],['eCiv'],[],[],[],0,1,0,1,0
409,achieving,['ətʃivɪŋ'],['ətʃiv'],['eCiv1N'],['eCiv'],[],[],[],0,1,0,1,0
411,aching,['eɪkɪŋ'],['eɪk'],['8k1N'],['8k'],[],[],[],0,1,0,1,0
413,achoo,"['ɑtʃu', 'ɒtʃu']",['ətʃu'],['aCu'],['eCu'],[],[],[],0,0,0,1,0
415,acid,['æsəd'],"['æsɪd', 'æsɪd', 'æsɪd']",['@sed'],['@s1d'],[],[],[],0,0,0,1,0
418,acidosis,['æsədoʊsəs'],['æsɪdoʊsɪs'],['@sedoses'],['@s1dos1s'],[],[],[],0,0,0,1,0
419,acids,['æsədz'],"['æsɪd', 'æsɪd', 'æsɪd']",['@sedz'],['@s1d'],[],[],[],0,1,0,1,0
422,acknowledge,"['æknɑlɪdʒ', 'æknɒlɪdʒ']","['əknɑlɪdʒ', 'əknɑlɪdʒ', 'ɪknɑlɪdʒ', 'æk']",['@knal1G'],"['eknal1G', '@k', '1knal1G']",[],[],[],0,0,0,1,0
423,acknowledged,"['æknɑlɪdʒd', 'æknɒlɪdʒd']","['ɪknɑlɪdʒd', 'æk']",['@knal1Gd'],"['1knal1Gd', '@k']",[],[],[],0,0,0,1,0
425,acknowledgements,"['æknɑlɪdʒmənts', 'æknɒlɪdʒmənts']","['ɪknɑlɪdʒmənts', 'æk']",['@knal1Gments'],"['1knal1Gments', '@k']",[],[],[],0,1,0,1,0
426,acknowledges,"['æknɑlɪdʒɪz', 'æknɒlɪdʒɪz']","['əknɑlɪdʒ', 'əknɑlɪdʒ', 'əknɑlɪdʒ', 'ɪknɑlɪdʒ', 'æk']",['@knal1G1z'],"['eknal1G', '@k', '1knal1G']",[],[],[],0,1,0,1,0
427,acknowledging,"['æknɑlɪdʒɪŋ', 'æknɒlɪdʒɪŋ']","['əknɑlɪdʒ', 'əknɑlɪdʒ', 'əknɑlɪdʒ']",['@knal1G1N'],['eknal1G'],[],[],[],0,1,0,1,0
428,acknowledgment,"['æknɑlɪdʒmənt', 'æknɒlɪdʒmənt']","['əknɑlɪdʒmənt', 'əknɑlɪdʒmənt', 'əknɑlɪdʒmənt', 'ɪknɑlɪdʒmənt', 'æk']",['@knal1Gment'],"['eknal1Gment', '1knal1Gment', '@k']",[],[],[],0,0,0,1,0
432,acolytes,['ækəlaɪts'],['ækəlaɪt'],['@kel5ts'],['@kel5t'],[],[],[],0,1,0,1,0
434,acorns,['eɪkɔɹnz'],"['eɪkɔɹn', 'eɪkɔɹn', 'kəɹn']",['8kcrnz'],"['kern', '8kcrn']",[],[],[],0,1,0,1,0
437,acoustically,['əkustɪkli'],"['əkustɪkəli', 'əkustɪkəli']",['ekust1kli'],['ekust1keli'],[],[],[],0,0,0,1,0
441,acquaintances,['əkweɪntənsɪz'],"['əkweɪntəns', 'əkweɪntəns', 'əkweɪntəns', 'əkweɪntəns', 'əkweɪntəns']",['ekw8ntens1z'],['ekw8ntens'],[],[],[],0,1,0,1,0
444,acquainted,['əkweɪnɪd'],"['əkweɪntɪd', 'əkweɪntɪd']",['ekw8n1d'],['ekw8nt1d'],[],[],[],1,0,0,0,0
446,acquiesced,['ækwiɛst'],['ækwiɛs'],['@kwiEst'],['@kwiEs'],[],[],[],0,1,0,1,0
448,acquiescing,['ækwiɛsɪŋ'],['ækwiɛs'],['@kwiEs1N'],['@kwiEs'],[],[],[],0,1,0,1,0
450,acquired,"['əkwaɪɝd', 'əkwaɪɚd']","['əkwaɪɚ', 'əkwaɪɚ', 'əkwaɪɚ', 'əkwaɪɚ', 'əkwaɪɚ']",['ekw53rd'],['ekw53r'],[],[],[],0,1,0,1,0
451,acquirer,"['əkwaɪɝɝ', 'əkwaɪɝɚ', 'əkwaɪɚɝ', 'əkwaɪɚɚ']","['əkwaɪɹɚ', 'ɹɚ']",['ekw53r3r'],"['r3r', 'ekw5r3r']",[],[],[],0,0,0,1,0
452,acquires,"['əkwaɪɝz', 'əkwaɪɚz']","['əkwaɪɚ', 'əkwaɪɚ', 'əkwaɪɚ', 'əkwaɪɚ', 'əkwaɪɚ', 'əkwɑɪəɹ']",['ekw53rz'],"['ekw53r', 'ekwa1er']",[],[],[],0,1,0,1,0
453,acquiring,['əkwaɪɹɪŋ'],"['əkwaɪɚ', 'əkwaɪɚ', 'əkwaɪɚ', 'əkwaɪɚ', 'əkwaɪɚ']",['ekw5r1N'],['ekw53r'],[],[],[],1,1,0,1,1
454,acquiring,"['əkwaɪɝɪŋ', 'əkwaɪɚɪŋ']","['əkwaɪɚ', 'əkwaɪɚ', 'əkwaɪɚ', 'əkwaɪɚ', 'əkwaɪɚ']",['ekw53r1N'],['ekw53r'],[],[],[],1,1,0,0,0
456,acquisitions,['ækwəzɪʃənz'],"['ækwəzɪʃən', 'ækwəzɪʃən', 'ækwəzɪʃən', 'ækwəzɪʃən', 'ækwəzɪʃən', 'ækwəzɪʃən']",['@kwez1Senz'],['@kwez1Sen'],[],[],[],0,1,0,1,0
460,acquittals,['əkwɪtəlz'],"['əkwɪtəl', 'əkwɪtəl']",['ekw1telz'],['ekw1tel'],[],[],[],0,1,0,1,0
461,acquitted,['əkwɪtɪd'],"['əkwɪt', 'əkwɪt', 'əkwɪt', 'əkwɪt']",['ekw1t1d'],['ekw1t'],[],[],[],0,1,0,1,0
462,acquitting,['əkwɪtɪŋ'],"['əkwɪt', 'əkwɪt', 'əkwɪt', 'əkwɪt']",['ekw1t1N'],['ekw1t'],[],[],[],0,1,0,1,0
464,acreage,['eɪkəɹɪdʒ'],"['eɪkɚɪdʒ', 'kɚ']",['8ker1G'],"['k3r', '8k3r1G']",[],[],[],1,0,0,1,1
465,acreage,['eɪkɹɪdʒ'],"['eɪkɚɪdʒ', 'kɚ']",['8kr1G'],"['k3r', '8k3r1G']",[],[],[],1,0,0,0,0
466,acres,"['eɪkɝz', 'eɪkɚz']","['eɪkɚ', 'eɪkəɹ']",['8k3rz'],"['8k3r', '8ker']",[],[],[],0,1,0,1,0
469,acrimony,['ækɹɪmoʊni'],['ækɹəmoʊni'],['@kr1moni'],['@kremoni'],[],[],[],0,0,0,1,0
473,acrobats,['ækɹəbæts'],"['ækɹəbæt', 'ækɹəbæt']",['@kreb@ts'],['@kreb@t'],[],[],[],0,1,0,1,0
475,acronyms,['ækɹənɪmz'],"['ækɹənɪm', 'ækɹənɪm']",['@kren1mz'],['@kren1m'],[],[],[],0,1,0,1,0
476,acropolis,"['əkɹɑpələs', 'əkɹɒpələs']",['əkɹɑpəlɪs'],['ekrapeles'],['ekrapel1s'],[],[],[],0,0,0,1,0
481,acted,['æktɪd'],"['ækt', 'ækt', 'ækt', 'ækt', 'ækt', 'ækt', 'ækt']",['@kt1d'],['@kt'],[],[],[],0,1,0,1,0
482,actin,['æktən'],['æktɪn'],['@kten'],['@kt1n'],[],[],[],0,0,0,1,0
486,actions,['ækʃənz'],"['ækʃən', 'ækʃən', 'ækʃən', 'ækʃən', 'ækʃən', 'ækʃən', 'ækʃən', 'ækʃən', 'ækʃən', 'ækʃən', 'ækʃən', 'ækʃən', 'ækʃən', 'ækʃən', 'ækʃən', 'ækʃən']",['@kSenz'],['@kSen'],[],[],[],0,1,0,1,0
488,activated,['æktɪveɪtɪd'],"['æktəveɪt', 'æktəveɪt']",['@kt1v8t1d'],['@ktev8t'],[],[],[],0,1,0,1,0
489,activates,['æktəveɪts'],"['æktəveɪt', 'æktəveɪt', 'æktəveɪt', 'æktəveɪt']",['@ktev8ts'],['@ktev8t'],[],[],[],0,1,0,1,0
490,activating,['æktəveɪtɪŋ'],"['æktəveɪt', 'æktəveɪt']",['@ktev8t1N'],['@ktev8t'],[],[],[],0,1,0,1,0
496,activism,['æktɪvɪzəm'],['æktəvɪzəm'],['@kt1v1zem'],['@ktev1zem'],[],[],[],0,0,0,1,0
497,activist,['æktɪvɪst'],['æktəvɪst'],['@kt1v1st'],['@ktev1st'],[],[],[],0,0,0,1,0
498,activists,['æktɪvɪsts'],['æktəvɪst'],['@kt1v1sts'],['@ktev1st'],[],[],[],0,1,0,1,0
499,activities,['æktɪvɪtiz'],"['æktɪvəti', 'æktɪvəti', 'æktɪvəti', 'æktɪvɪti']",['@kt1v1tiz'],"['@kt1v1ti', '@kt1veti']",[],[],[],0,1,0,1,0
503,actors,"['æktɝz', 'æktɚz']","['æktɚ', 'æktɚ', 'æktəɹ']",['@kt3rz'],"['@kter', '@kt3r']",[],[],[],0,1,0,1,0
505,actresses,['æktɹəsɪz'],"['æktɚ', 'æktɚ', 'æktəɹ']",['@ktres1z'],"['@kter', '@kt3r']",[],[],[],0,1,0,1,0
506,acts,['ækts'],"['ækt', 'ækt', 'ækt', 'ækt', 'ækt', 'ækt', 'ækt']",['@kts'],['@kt'],[],[],[],1,1,0,1,1
507,acts,['æks'],"['ækt', 'ækt', 'ækt', 'ækt', 'ækt', 'ækt', 'ækt']",['@ks'],['@kt'],[],[],[],1,1,0,0,0
508,actual,['æktʃəwəl'],"['æktʃuəl', 'æktʃuəl']",['@kCewel'],['@kCuel'],[],[],[],1,0,0,1,1
509,actual,['ækʃəl'],"['æktʃuəl', 'æktʃuəl']",['@kSel'],['@kCuel'],[],[],[],1,0,0,0,0
513,actually,['æktʃli'],"['æktʃuəli', 'æktʃuəli', 'æktʃuəli', 'æktʃuəli', 'æktʃuəli']",['@kCli'],['@kCueli'],[],[],[],1,0,0,0,0
514,actually,['ækʃəli'],"['æktʃuəli', 'æktʃuəli', 'æktʃuəli', 'æktʃuəli', 'æktʃuəli']",['@kSeli'],['@kCueli'],[],[],[],1,0,0,0,0
516,actuaries,['æktʃuɛɹiz'],"['æktʃuɛɹi', 'ɛɹi']",['@kCuEriz'],"['Eri', '@kCuEri']",[],[],[],0,1,0,1,0
519,actuator,"['æktjueɪtɝ', 'æktjueɪtɚ']",['æktʃueɪtɚ'],['@ktju8t3r'],['@kCu8t3r'],[],[],[],1,0,0,1,1
525,acupuncture,"['ækjupəŋktʃɝ', 'ækjupəŋktʃɚ']","['ækjəpʌŋktʃɚ', 'ækjəpʌŋktʃəɹ']",['@kjupeNkC3r'],"['@kjep^NkC3r', '@kjep^NkCer']",[],[],[],0,0,0,1,0
531,adage,['ædədʒ'],"['ædɪdʒ', 'ædɪdʒ']",['@deG'],['@d1G'],[],[],[],0,0,0,1,0
532,adagio,"['ədɑʒioʊ', 'ədɒʒioʊ']",['ədɑdʒioʊ'],['edaZio'],['edaGio'],[],[],[],0,0,0,1,0
536,adams,['ædəmz'],['ædəm'],['@demz'],['@dem'],[],[],[],0,1,0,1,0
541,adaptations,['ædæpteɪʃənz'],"['ædəpteɪʃən', 'ædəpteɪʃən', 'ædəpteɪʃən', 'ædəpteɪʃən', 'æp', 'ædəpteɪʃən', 'æp']",['@d@pt8Senz'],"['@p', '@dept8Sen']",[],[],[],1,1,0,1,1
542,adaptations,['ædəpteɪʃənz'],"['ædəpteɪʃən', 'ædəpteɪʃən', 'ædəpteɪʃən', 'ædəpteɪʃən', 'æp', 'ædəpteɪʃən', 'æp']",['@dept8Senz'],"['@p', '@dept8Sen']",[],[],[],1,1,0,0,0
545,adapting,['ədæptɪŋ'],"['ədæpt', 'ədæpt', 'ədæpt']",['ed@pt1N'],['ed@pt'],[],[],[],0,1,0,1,0
548,adaptors,"['ədæptɝz', 'ədæptɚz']","['ədæptɚ', 'ədæptɚ', 'ədæptɚ']",['ed@pt3rz'],['ed@pt3r'],[],[],[],0,1,0,1,0
549,adapts,['ədæpts'],"['ədæpt', 'ədæpt', 'ədæpt', 'ədæpt']",['ed@pts'],['ed@pt'],[],[],[],0,1,0,1,0
556,addict,['ədɪkt'],"['ædɪkt', 'ædɪkt']",['ed1kt'],['@d1kt'],[],[],[],1,0,0,1,1
561,addictions,['ədɪkʃənz'],"['ədɪkʃən', 'ədɪkʃən']",['ed1kSenz'],['ed1kSen'],[],[],[],0,1,0,1,0
563,addicts,['ədɪkts'],"['ædɪkt', 'ædɪkt']",['ed1kts'],['@d1kt'],[],[],[],1,1,0,1,1
564,addicts,['ædɪkts'],"['ædɪkt', 'ædɪkt']",['@d1kts'],['@d1kt'],[],[],[],1,1,0,0,0
565,adding,['ædɪŋ'],"['æd', 'æd', 'æd']",['@d1N'],['@d'],[],[],[],0,1,0,1,0
571,additions,['ədɪʃənz'],"['ədɪʃən', 'ədɪʃən', 'ədɪʃən', 'ədɪʃən', 'ədɪʃən', 'ədɪʃən', 'ədɪʃən', 'ədɪʃən']",['ed1Senz'],['ed1Sen'],[],[],[],0,1,0,1,0
572,additive,['ædɪtɪv'],"['ædətɪv', 'ædətɪv']",['@d1t1v'],['@det1v'],[],[],[],0,0,0,1,0
573,additives,['ædɪtɪvz'],"['ædətɪv', 'ædətɪv']",['@d1t1vz'],['@det1v'],[],[],[],0,1,0,1,0
578,addressed,['ədɹɛst'],"['ədɹɛs', 'ədɹɛs', 'ədɹɛs']",['edrEst'],['edrEs'],[],[],[],0,1,0,1,0
580,addresses,['ædɹɛsɪz'],"['ædɹɛs', 'ædɹɛs', 'ædɹɛs', 'ædɹɛs', 'ædɹɛs', 'ædɹɛs', 'ədɹɛs', 'ædɹɛs', 'ədɹɛs', 'ædɹɛs', 'ədɹɛs', 'ædɹɛs', 'ædɹɛs', 'ædɹɛs', 'ædɹɛs', 'ædɹɛs']",['@drEs1z'],"['@drEs', 'edrEs']",[],[],[],1,1,0,1,1
581,addresses,['ædɹɛsɪz'],"['ædɹɛs', 'ædɹɛs', 'ædɹɛs', 'ædɹɛs', 'ædɹɛs', 'ædɹɛs', 'ədɹɛs', 'ædɹɛs', 'ədɹɛs', 'ædɹɛs', 'ədɹɛs', 'ædɹɛs', 'ædɹɛs', 'ædɹɛs', 'ædɹɛs', 'ædɹɛs']",['@drEs1z'],"['@drEs', 'edrEs']",[],[],[],1,1,0,0,0
582,addressing,['ædɹɛsɪŋ'],"['ədɹɛs', 'ədɹɛs', 'ədɹɛs']",['@drEs1N'],['edrEs'],[],[],[],0,1,0,1,0
583,adds,['ædz'],"['æd', 'æd', 'æd', 'eɪdidi', 'æd', 'æd']",['@dz'],"['@d', '8didi']",[],[],[],0,1,0,1,0
588,adenoids,['ædənɔɪdz'],['ædənɔɪd'],['@den2dz'],['@den2d'],[],[],[],0,1,0,1,0
593,adequate,['ædəkweɪt'],"['ædəkwət', 'ædɪkwət']",['@dekw8t'],"['@dekwet', '@d1kwet']",[],[],[],1,0,0,0,0
594,adequately,['ædəkwɪtli'],['ædəkwətli'],['@dekw1tli'],['@dekwetli'],[],[],[],0,0,0,1,0
596,adhered,['ædhɪɹd'],['ədhɪɹ'],['@dh1rd'],['edh1r'],[],[],[],0,1,0,1,0
599,adherents,['ædhɪɹənts'],"['ədhɪɹənt', 'ədhɪəɹənt', 'æd']",['@dh1rents'],"['@d', 'edh1erent', 'edh1rent']",[],[],[],0,1,0,1,0
600,adheres,['ədhɪɹz'],"['ədhɪɹ', 'ədhɪəɹ', 'æd']",['edh1rz'],"['edh1er', 'edh1r', '@d']",[],[],[],0,1,0,1,0
601,adhering,['ədhɪɹɪŋ'],['ədhɪɹ'],['edh1r1N'],['edh1r'],[],[],[],0,1,0,1,0
602,adhesion,['ædhiʒən'],['ədhiʒən'],['@dhiZen'],['edhiZen'],[],[],[],0,0,0,1,0
603,adhesive,['ædhisɪv'],"['ədhisɪv', 'ədhisɪv', 'æd', 'zɪv']",['@dhis1v'],"['@d', 'edhis1v', 'z1v']",[],[],[],1,0,0,1,1
605,adhesives,['ædhisɪvz'],"['ədhisɪv', 'ədhisɪv', 'æd', 'zɪv']",['@dhis1vz'],"['@d', 'edhis1v', 'z1v']",[],[],[],1,1,0,1,1
606,adhesives,['ədhisɪvz'],"['ədhisɪv', 'ədhisɪv', 'æd', 'zɪv']",['edhis1vz'],"['@d', 'edhis1v', 'z1v']",[],[],[],1,1,0,0,0
608,adios,"['ɑdioʊs', 'ɒdioʊs']",['ædioʊs'],['adios'],['@dios'],[],[],[],0,0,0,1,0
612,adjectives,['ædʒɪktɪvz'],"['ædʒɛktɪv', 'ædʒɪktɪv']",['@G1kt1vz'],"['@G1kt1v', '@GEkt1v']",[],[],[],0,1,0,1,0
614,adjoins,['ədʒɔɪnz'],['ədʒɔɪn'],['eG2nz'],['eG2n'],[],[],[],0,1,0,1,0
616,adjourned,"['ədʒɝnd', 'ədʒɚnd']",['ədʒɝn'],['eG3rnd'],['eG3rn'],[],[],[],0,1,0,1,0
617,adjourning,"['ədʒɝnɪŋ', 'ədʒɚnɪŋ']",['ədʒɝn'],['eG3rn1N'],['eG3rn'],[],[],[],0,1,0,1,0
619,adjourns,"['ədʒɝnz', 'ədʒɚnz']","['ədʒɝn', 'ədʒɜɹn']",['eG3rnz'],"['', 'eG3rn']",[],[],[],0,1,0,1,0
621,adjudged,['ədʒʌdʒd'],['ədʒʌdʒ'],['eG^Gd'],['eG^G'],[],[],[],0,1,0,1,0
623,adjudicated,['ədʒudəkeɪtɪd'],['ədʒudəkeɪt'],['eGudek8t1d'],['eGudek8t'],[],[],[],0,1,0,1,0
624,adjudicating,['ədʒudɪkeɪtɪŋ'],['ədʒudəkeɪt'],['eGud1k8t1N'],['eGudek8t'],[],[],[],0,1,0,1,0
626,adjunct,['ædʒəŋkt'],"['ædʒʌŋkt', 'ædʒʌŋkt', 'ædʒʌŋkt', 'ædʒʌŋkt']",['@GeNkt'],['@G^Nkt'],[],[],[],0,0,0,1,0
629,adjusted,['ədʒʌstɪd'],"['ədʒʌst', 'ədʒʌst', 'ədʒʌst']",['eG^st1d'],['eG^st'],[],[],[],0,1,0,1,0
632,adjusting,['ədʒʌstɪŋ'],"['ədʒʌst', 'ədʒʌst', 'ədʒʌst']",['eG^st1N'],['eG^st'],[],[],[],0,1,0,1,0
634,adjustments,['ədʒʌstmənts'],"['ədʒʌstmənt', 'ədʒʌstmənt']",['eG^stments'],['eG^stment'],[],[],[],0,1,0,1,0
635,adjusts,['ədʒʌsts'],"['ədʒʌst', 'ədʒʌst', 'ədʒʌst', 'ədʒʌst']",['eG^sts'],['eG^st'],[],[],[],0,1,0,1,0
638,administer,"['ədmɪnɪstɝ', 'ədmɪnɪstɚ']","['ədmɪnəstɚ', 'ədmɪnəstɚ', 'ədmɪnəstɚ', 'ədmɪnəstəɹ', 'æd', 'ədmɪnəstəɹ', 'æd']",['edm1n1st3r'],"['edm1nest3r', '@d', 'edm1nester']",[],[],[],0,0,0,1,0
639,administered,"['ədmɪnɪstɝd', 'ədmɪnɪstɚd']","['ədmɪnəstɚ', 'ədmɪnəstɚ', 'ədmɪnəstɚ', 'ədmɪnəstɚ']",['edm1n1st3rd'],['edm1nest3r'],[],[],[],0,1,0,1,0
640,administering,"['ædmɪnɪstɝɪŋ', 'ædmɪnɪstɚɪŋ']","['ədmɪnəstɚ', 'ədmɪnəstɚ', 'ədmɪnəstɚ', 'ədmɪnəstɚ']",['@dm1n1st3r1N'],['edm1nest3r'],[],[],[],0,1,0,1,0
641,administers,"['ædmɪnɪstɝz', 'ædmɪnɪstɚz']","['ədmɪnəstɚ', 'ədmɪnəstɚ', 'ədmɪnəstɚ', 'ədmɪnəstɚ', 'ədmɪnəstəɹ', 'æd', 'ədmɪnəstəɹ', 'æd']",['@dm1n1st3rz'],"['edm1nest3r', '@d', 'edm1nester']",[],[],[],0,1,0,1,0
643,administration,['ædmɪnɪstɹeɪʃən'],"['ədmɪnəstɹeɪʃən', 'ədmɪnəstɹeɪʃən', 'ədmɪnəstɹeɪʃən', 'ədmɪnəstɹeɪʃən', 'ədmɪnəstɹeɪʃən', 'ədmɪnəstɹeɪʃən', 'æd', 'ədmɪnəstɹeɪʃən', 'æd', 'ədmɪnəstɹeɪʃən', 'æd']",['@dm1n1str8Sen'],"['@d', 'edm1nestr8Sen']",[],[],[],0,0,0,1,0
644,administrations,['ædmɪnɪstɹeɪʃənz'],"['ədmɪnəstɹeɪʃən', 'ədmɪnəstɹeɪʃən', 'ədmɪnəstɹeɪʃən', 'ədmɪnəstɹeɪʃən', 'ədmɪnəstɹeɪʃən', 'ədmɪnəstɹeɪʃən', 'æd', 'ədmɪnəstɹeɪʃən', 'æd', 'ədmɪnəstɹeɪʃən', 'æd']",['@dm1n1str8Senz'],"['@d', 'edm1nestr8Sen']",[],[],[],0,1,0,1,0
645,administrative,['ədmɪnɪstɹeɪtɪv'],"['ædmɪnɪstɹeɪtɪv', 'ædmɪnɪstɹeɪtɪv', 'ædmɪnɪstɹeɪtɪv']",['edm1n1str8t1v'],['@dm1n1str8t1v'],[],[],[],0,0,0,1,0
646,administrator,"['ədmɪnɪstɹeɪtɝ', 'ədmɪnɪstɹeɪtɚ']","['ədmɪnəstɹeɪtɚ', 'ədmɪnəstɹeɪtɚ']",['edm1n1str8t3r'],['edm1nestr8t3r'],[],[],[],0,0,0,1,0
647,administrators,"['ædmɪnɪstɹeɪtɝz', 'ædmɪnɪstɹeɪtɚz']","['ədmɪnəstɹeɪtɚ', 'ədmɪnəstɹeɪtɚ']",['@dm1n1str8t3rz'],['edm1nestr8t3r'],[],[],[],0,1,0,1,0
648,admirable,"['ædmɝəbəl', 'ædmɚəbəl']",['ædməɹəbəl'],['@dm3rebel'],['@dmerebel'],[],[],[],1,0,0,1,1
649,admirable,['ædmɹəbəl'],['ædməɹəbəl'],['@dmrebel'],['@dmerebel'],[],[],[],1,0,0,0,0
650,admirably,"['ædmɝəbli', 'ædmɚəbli']",['ædməɹəbli'],['@dm3rebli'],['@dmerebli'],[],[],[],0,0,0,1,0
651,admiral,"['ædmɝəl', 'ædmɚəl']","['ædməɹəl', 'ædməɹəl']",['@dm3rel'],['@dmerel'],[],[],[],0,0,0,1,0
652,admirals,"['ædmɝəlz', 'ædmɚəlz']","['ædməɹəl', 'ædməɹəl']",['@dm3relz'],['@dmerel'],[],[],[],0,1,0,1,0
