Word,Pronunciation
salad, ˈsæləd ˈsæləd ˈsæl·əd ˈsæl·əd
salamander, ˈsæləmændɚ ˈsæləmændɚ ˈsæl·əˌmæn·dər
salami, səˈlɑːmi səˈlɑm·i
salaried, ˈsælɚid
salary, ˈsælɚi ˈsæl·ə·ri
sale, seɪl seɪl seɪl seɪl seɪl seɪl
saleable, ˈseɪləbəl
sales, seɪlz seɪlz
salesman, ˈseɪlzmən ˈseɪlzmən
salesmanship, ˈseɪlzmənʃɪp ˈseɪlzmənʃɪp
salesperson, ˈseɪlzˌpɝːsən ˈseɪlzˌpɜr·sən
saleswoman, ˈseɪlzˌwʊmən
salient," ˈseɪliənt ˈseɪ·li·ənt, ˈseɪl·jənt"
saline," ˈseɪliːn ˈseɪ·lin, -lɑɪn"
salinity," səˈlɪnət̬i səˈlɪn·ɪ·t̬i, seɪ-"
saliva, səˈlaɪvə səˈlɑɪ·və
salivate, ˈsæləveɪt ˈsæl·əˌveɪt
sally, ˈsæli
salmon, ˈsæmən ˈsæm·ən
salmonella, ˌsælməˈnelə ˌsælməˈnelə ˌsæl·məˈnel·ə
salon," səˈlɑːn səˈlɑːn səˈlɑn, ˈsæl·ɑn sæˈlɔ̃, səˈlɑn"
saloon, səˈluːn səˈluːn səˈlun
salsa, ˈsɑːlsə ˈsɑːlsə ˈsɑl·sə
salt, sɑːlt sɑːlt sɔlt sɔlt sɔlt
salted, ˈsɑːltɪd ˈsɔl·tɪd
saltwater," ˈsɑːltˌwɔːt̬ɚ ˈsɔltˌwɔ·t̬ər, -ˌwɑt̬·ər"
salty, ˈsɑːlt̬i ˈsɑːlt̬i ˈsɑːlt̬i ˈsɑːlt̬i ˈsɔl·ti
salutary, ˈsæljəteri ˈsæl·jəˌter·i
salutatorian, səˌluːtəˈtɔːriən
salute, səˈluːt səˈluːt səˈlut səˈlut
salvage, ˈsælvɪdʒ ˈsælvɪdʒ ˈsæl·vɪdʒ
salvageable, ˈsælvɪdʒəbəl ˈsælvɪdʒəbəl
salvation, sælˈveɪʃən sælˈveɪʃən sælˈveɪ·ʃən sælˈveɪ·ʃən
salve, sæv sæv
salvo, ˈsælvoʊ ˈsælvoʊ ˈsælvoʊ ˈsæl·voʊ
samba," ˈsæmbə ˈsɑm·bə, ˈsæm-"
same, seɪm seɪm seɪm
sameness, ˈseɪmnəs ˈseɪm·nəs
sampan, ˈsæmpæn
sample, ˈsæmpəl ˈsæmpəl ˈsæmpəl ˈsæmpəl ˈsæm·pəl ˈsæm·pəl
sampler, ˈsæmplɚ ˈsæmplɚ ˈsæmplɚ ˈsæmplɚ
samsara, sʌmˈserə
samurai, ˈsæməraɪ
sanctify, ˈsæŋktəfaɪ ˈsæŋktəfaɪ ˈsæŋk·təˌfɑɪ
sanctimonious, ˌsæŋktəˈmoʊniəs ˌsæŋk·təˈmoʊ·ni·əs
sanction, ˈsæŋkʃən ˈsæŋkʃən ˈsæŋkʃən ˈsæŋk·ʃən ˈsæŋk·ʃən
sanctity, ˈsæŋktət̬i ˈsæŋk·tɪ·t̬i
sanctuary, ˈsæŋktʃueri ˈsæŋktʃueri ˈsæŋktʃueri ˈsæŋk·tʃuˌer·i ˈsæŋk·tʃuˌer·i ˈsæŋk·tʃuˌer·i
sanctum, ˈsæŋktəm
sand, sænd sænd
sandal, ˈsændəl ˈsæn·dəl
sandbag, ˈsændbæɡ ˈsændˌbæɡ
sandbar, ˈsændbɑːr ˈsændˌbɑr
sandbox, ˈsændbɑːks ˈsændbɑːks ˈsændbɑːks ˈsænd·bɑks
sander, ˈsændɚ ˈsændɚ
sandman, ˈsænd·mæn
sandpaper, ˈsændˌpeɪpɚ ˈsændˌpeɪ·pər
sandstone, ˈsændstoʊn ˈsændˌstoʊn
sandstorm, ˈsændstɔːrm ˈsændˌstɔrm
sandwich, ˈsænwɪtʃ ˈsænwɪtʃ ˈsænd·wɪtʃ
sandy, ˈsændɪ ˈsændɪ ˈsæn·di ˈsæn·di
sane, seɪn seɪn seɪn
sang, sæŋ sæŋ
sanguine, ˈsæŋɡwɪn ˈsæŋɡwɪn ˈsæŋ·ɡwɪn
sanitary, ˈsænəteri ˈsænəteri ˈsæn·ˌter·i
sanitation, ˌsænəˈteɪʃən ˌsæn·ɪˈteɪ·ʃən
sanitize, ˈsænətaɪz ˈsænətaɪz ˈsæn·ɪˌtɑɪz ˈsæn·ɪˌtɑɪz
sanity, ˈsænət̬i ˈsænət̬i
sank, sæŋk sæŋk
sans, sænz
sap, sæp sæp
sapling, ˈsæplɪŋ ˈsæp·lɪŋ
saponification, səˌpɑːnəfəˈkeɪʃən səˌpɑn·ə·fɪˈkeɪ·ʃən
sapper, ˈsæpɚ ˈsæpɚ
sapphire, ˈsæfaɪr ˈsæfaɪr ˈsæf·ɑɪər
sapping, ˈsæpɪŋ
sarcasm, ˈsɑːrkæzəm ˈsɑrˌkæz·əm
sarcastic, sɑːrˈkæstɪk
sarcastically, sɑːrˈkæstɪkəli
sarcoma, sɑːrˈkoʊmə
sarcophagus, sɑːrˈkɑːfəɡəs
sardine, sɑːrˈdiːn sɑrˈdin
sardonic, sɑːrˈdɑːnɪk sɑrˈdɑn·ɪk
sargasso, sɑːrˈɡæsoʊ
sarge, sɑːrdʒ
sari, ˈsɑːri ˈsɑr·i
sarin, ˈsɑːrɪn
sarong, səˈrɑːŋ
sartorial, sɑːrˈtɔːriəl
sash, sæʃ sæʃ sæʃ sæʃ
saskatoon, ˌsæskəˈtuːn ˌsæskəˈtuːn
sass, sæs
sassafras, ˈsæsəfræs ˈsæsəfræs
sassy, ˈsæsi ˈsæsi ˈsæs·i
sat, sæt sæt
satanic," səˈtænɪk səˈtænɪk səˈtæn·ɪk, seɪ-"
sate, seɪt
sated, ˈseɪt̬ɪd
satellite, ˈsæt̬əlaɪt ˈsæt̬əlaɪt ˈsæt̬əlaɪt ˈsæt·əlˌɑɪt
satin, ˈsæt̬ən ˈsæt̬ən ˈsæt·ən
satire, ˈsætaɪr ˈsæ·tɑɪər
satiric, səˈtɪrɪk
satirical, səˈtɪrɪkəl
satirist, ˈsæt̬ɚɪst ˈsæt̬·ər·ɪst
satirize, ˈsæt̬əraɪz
satisfaction, ˌsæt̬ɪsˈfækʃən ˌsæt̬ɪsˈfækʃən ˌsæt̬ɪsˈfækʃən ˌsæt̬·əsˈfæk·ʃən ˌsæt̬·əsˈfæk·ʃən
satisfactorily, ˌsæt̬ɪsˈfæktɚəli
satisfactory, ˌsæt̬ɪsˈfæktɚi ˌsæt̬·əsˈfæk·tə·ri
satisfied, ˈsæt̬ɪsfaɪd ˈsæt̬ɪsfaɪd
satisfy, ˈsæt̬ɪsfaɪ ˈsæt̬ɪsfaɪ ˈsæt̬·əsˌfɑɪ ˈsæt̬·əsˌfɑɪ ˈsæt̬·əsˌfɑɪ
satisfying, ˈsæt̬ɪsfaɪɪŋ ˈsæt̬·əsˌfɑɪ·ɪŋ
saturate, ˈsætʃəreɪt ˈsætʃəreɪt ˈsætʃ·əˌreɪt ˈsætʃ·əˌreɪt
saturated, ˈsætʃəreɪt̬ɪd ˈsætʃəreɪt̬ɪd ˈsætʃəreɪt̬ɪd ˈsætʃəreɪt̬ɪd ˈsætʃ·əˌreɪ·t̬əd ˈsætʃ·əˌreɪ·t̬əd
saturation, ˌsætʃəˈreɪʃən ˌsætʃəˈreɪʃən ˌsætʃəˈreɪʃən ˌsætʃəˈreɪʃən
sauce, sɑːs sɑːs sɑːs sɔs
saucepan, ˈsɑːspən ˈsɔsˌpæn
saucer, ˈsɑːsɚ ˈsɔ·sər
saucy, ˈsɑːsi ˈsɔ·si ˈsɔ·si
sauerkraut, ˈsaʊrkraʊt ˈsɑʊər·krɑʊt
sauna," ˈsɑːnə ˈsɔ·nə, ˈsɑʊ·nə"
saunter," ˈsɑːnt̬ɚ ˈsɔn·tər, ˈsɑnt-"
sausage, ˈsɑːsɪdʒ ˈsɔ·sɪdʒ
savage, ˈsævɪdʒ ˈsævɪdʒ ˈsævɪdʒ ˈsæv·ɪdʒ
savagely, ˈsævɪdʒli
savagery, ˈsævɪdʒri ˈsæv·ɪdʒ·ri
savannah, səˈvænə
savant, sævˈɑːnt
save, seɪv seɪv seɪv seɪv seɪv seɪv seɪv seɪv seɪv
saver, ˈseɪvɚ
saving, ˈseɪvɪŋ
savings, ˈseɪ·vɪŋz
savior, ˈseɪvjɚ ˈseɪv·jər ˈseɪv·jər
savor, ˈseɪvɚ ˈseɪ·vər
savory, ˈseɪvɚi
savvy, ˈsævi ˈsæv·i
saw, sɑː sɑː sɑː sɔ
sawdust, ˈsɑːdʌst ˈsɔˌdʌst
sawmill, ˈsɑːmɪl ˈsɔˌmɪl
sax, sæks
saxophone, ˈsæksəfoʊn ˈsæk·səˌfoʊn
saxophonist, sækˈsɑːfənɪst
say, seɪ seɪ seɪ seɪ seɪ seɪ seɪ seɪ seɪ seɪ seɪ seɪ
saying, ˈseɪɪŋ ˈseɪ·ɪŋ
scab, skæb skæb skæb skæb skæb skæb
scabbard, ˈskæbɚd
scads, skædz skædz
scaffold," ˈskæffoʊld ˈskæffoʊld ˈskæffoʊld ˈskæf·əld, -oʊld"
scaffolding," ˈskæfəldɪŋ ˈskæf·əl·dɪŋ, -ˌoʊl·dɪŋ"
scalable, ˈskeɪləbəl ˈskeɪləbəl
scald, skɑːld skɑːld skɑːld skɔld skɔld
scalding, ˈskɑːldɪŋ ˈskɑːldɪŋ
scale, skeɪl skeɪl skeɪl skeɪl skeɪl skeɪl skeɪl skeɪl skeɪl skeɪl skeɪl skeɪl skeɪl
scales, skeɪl
scallion, ˈskæliən ˈskæl·jən
scallop," ˈskɑːləp ˈskɑl·əp, ˈskæl-"
scalloped, ˈskɑːləpt ˈskɑːləpt
scalp, skælp skælp skælp
scalpel, ˈskælpəl ˈskæl·pəl
scalper, ˈskælpɚ ˈskæl·pər
scam, skæm skæm
scamper, ˈskæmpɚ ˈskæm·pər
scan, skæn skæn skæn skæn skæn skæn skæn
scandal, ˈskændəl ˈskændəl ˈskændəl ˈskæn·dəl
scandalize, ˈskændəlaɪz ˈskæn·dəlˌɑɪz
scandalous, ˈskændələs
scanner, ˈskænɚ ˈskæn·ər
scant, skænt skænt skænt skænt
scanty, ˈskænt̬i ˈskæn·ti
scapegoat, ˈskeɪpɡoʊt ˈskeɪpˌɡoʊt
scapegoating, ˈskeɪpɡoʊt̬ɪŋ
scapula, ˈskæpjələ
scar, skɑːr skɑːr skɑːr skɑr
scarce, skers skeərs
scarcely, ˈskersli ˈskersli ˈskersli ˈskeərs·li ˈskeərs·li
scarcity, ˈskersət̬i ˈskeər·sɪ·t̬i
scare, sker skeər
scarecrow, ˈskerkroʊ ˈskeərˌkroʊ
scared, skerd skeərd
scarf, skɑːrf skɑrf
scarlet, ˈskɑːrlət ˈskɑr·lɪt
scarred, skɑːrd skɑːrd skɑːrd
scary, ˈskeri ˈskeər·i
scat, skæt skæt
scathing, ˈskeɪðɪŋ ˈskeɪ·ðɪŋ
scatological, ˌskæt̬əˈlɑːdʒɪkəl
scatter, ˈskæt̬ɚ ˈskæt̬ɚ ˈskæt̬·ər
scattered, ˈskæt̬ɚd
scattering, ˈskæt̬ɚɪŋ
scattershot, ˈskæt̬ɚʃɑːt
scavenge, ˈskævɪndʒ ˈskævɪndʒ ˈskæv·əndʒ
scavenger, ˈskævɪndʒɚ ˈskævɪndʒɚ ˈskæv·ən·dʒər
scenario," səˈnerioʊ səˈnerioʊ səˈneər·iˌoʊ, -ˈnɑr- səˈneər·iˌoʊ, -ˈnɑr-"
scene, siːn siːn siːn siːn siːn sin sin sin sin sin sin
scenery, ˈsiːnɚi ˈsiːnɚi ˈsi·nə·ri ˈsi·nə·ri
scenic, ˈsiːnɪk ˈsi·nɪk
scent, sent sent sent sent sent
scented, ˈsent̬ɪd ˈsent̬ɪd ˈsen·tɪd
sceptre, ˈseptɚ
schedule," ˈskedʒuːl ˈskedʒuːl ˈskedʒuːl ˈskedʒ·ul, -əl ˈskedʒ·ul, -əl ˈskedʒuːl ˈskedʒuːl ˈskedʒuːl ˈskedʒuːl ˈskedʒuːl"
scheduled, ˈskedʒuːld ˈskedʒuːld ˈsked- ˈsked-
scheduler, ˈskedʒuːlɚ ˈskedʒuːlər
scheduling, ˈskedʒuːlɪŋ
schematic, skiːˈmæt̬ɪk skɪˈmæt̬·ɪk
scheme, skiːm skiːm skim skim
schemer, ˈskiːmɚ
scheming, ˈskiːmɪŋ
schism," ˈskɪzəm ˈsɪz·əm, ˈskɪz-"
schist, ʃɪst
schizophrenia, ˌskɪtsəˈfriːniə ˌskɪtsəˈfriːniə ˌskɪt·səˈfri·ni·ə
schizophrenic, ˌskɪtsəˈfrenɪk ˌskɪt·səˈfren·ɪk
schlock, ʃlɑːk ʃlɑk
schmaltz, ʃmɑːlts
schmooze, ʃmuːz ʃmuz
schmuck, ʃmʌk
schnapps," ʃnæps ʃnɑps, ʃnæps"
schnauzer, ˈʃnaʊzɚ
scholar, ˈskɑːlɚ ˈskɑːlɚ ˈskɑl·ər ˈskɑl·ər
scholarly, ˈskɑːlɚli ˈskɑːlɚli ˈskɑl·ər·li
scholarship, ˈskɑːlɚʃɪp ˈskɑːlɚʃɪp ˈskɑl·ərˌʃɪp ˈskɑl·ərˌʃɪp
scholastic, skəˈlæstɪk skəˈlæs·tɪk
school, skuːl skuːl skuːl skuːl skuːl skuːl skuːl skuːl skuːl skul skul skul skul skul skul skul skul
schoolboy, ˈskuːlbɔɪ
schoolchild, ˈskuːltʃaɪld ˈskulˌtʃɑɪld
schoolgirl, ˈskuːlɡɝːl
schoolhouse, ˈskuːlhaʊs
schooling, ˈskuːlɪŋ ˈsku·lɪŋ
schoolmaster, ˈskuːlˌmæstɚ
schoolmate, ˈskuːlmeɪt
schoolteacher, ˈskuːlˌtiːtʃɚ ˈskulˌti·tʃər
schoolwork, ˈskuːlwɝːk ˈskulˌwɜrk
schoolyard, ˈskuːljɑːrd
schooner, ˈskuːnɚ ˈsku·nər
science, ˈsaɪəns ˈsaɪəns ˈsaɪəns ˈsɑɪ·əns ˈsɑɪ·əns ˈsɑɪ·əns
scientific, ˌsaɪənˈtɪfɪk ˌsaɪənˈtɪfɪk ˌsɑɪ·ənˈtɪf·ɪk ˌsɑɪ·ənˈtɪf·ɪk
scientifically, ˌsaɪənˈtɪfɪkəli ˌsaɪənˈtɪfɪkəli
scientist, ˈsaɪəntɪst ˈsɑɪ·ən·tɪst
scion, ˈsaɪən ˈsɑɪ·ən
scissor, ˈsɪzɚ
scissors, ˈsɪzɚz ˈsɪz·ərz
sclerosis, skləˈroʊsɪs skləˈroʊ·sɪs
scoff," skɑːf skɑːf skɔf, skɑf"
scold, skoʊld skoʊld
scolding, ˈskoʊldɪŋ
sconce, skɑːns
scone," skoʊn skoʊn, skɑn"
scoop, skuːp skuːp skuːp skuːp skup skup skup skup
scoot, skuːt skuːt skut skut
scooter, ˈskuːt̬ɚ ˈskuːt̬ɚ ˈskuːt̬ɚ ˈsku̬t·ər ˈsku̬t·ər
scope, skoʊp skoʊp skoʊp skoʊp skoʊp
scorch, skɔːrtʃ skɔːrtʃ skɔrtʃ
scorched, skɔːrtʃt
scorcher, ˈskɔːrtʃɚ ˈskɔr·tʃər
scorching, ˈskɔːrtʃɪŋ ˈskɔr·tʃɪŋ
score," skɔːr skɔːr skɔːr skɔːr skɔːr skɔːr skɔːr skɔːr skɔːr skɔːr skɔr, skoʊr"
scoreboard," ˈskɔːrbɔːrd ˈskɔrˌbɔrd, ˈskoʊrˌboʊrd"
scorecard, ˈskɔːrkɑːrd
scorekeeper, ˈskɔːrkiːpɚ
scoreless," ˈskɔːrləs ˈskɔr·ləs, ˈskoʊr-"
scorer," ˈskɔːrɚ ˈskɔːrɚ ˈskɔr·ər, ˈskoʊr-"
scorn, skɔːrn skɔrn
scornful, ˈskɔːrnfəl
scorpion, ˈskɔːrpiən ˈskɔr·pi·ən
scotch, skɑːtʃ skɑtʃ
scoundrel, ˈskaʊndrəl ˈskɑʊn·drəl
scour, ˈskaʊɚ ˈskaʊɚ ˈskaʊɚ skɑʊər skɑʊər
scourge, skɝːdʒ skɜrdʒ
scout, skaʊt skaʊt skɑʊt skɑʊt skɑʊt
scouting, ˈskaʊt̬ɪŋ
scowl, skaʊl skɑʊl
scowling, ˈskaʊlɪŋ
scrabble, ˈskræbəl ˈskræbəl ˈskræbəl ˈskræb·əl
scraggly, ˈskræɡli
scram, skræm skræm
scramble, ˈskræmbəl ˈskræmbəl ˈskræmbəl ˈskræmbəl ˈskræmbəl ˈskræmbəl ˈskræmbəl ˈskræm·bəl ˈskræm·bəl ˈskræm·bəl
scrambling, ˈskræmblɪŋ
scrap, skræp skræp skræp skræp
scrapbook, ˈskræpbʊk ˈskræpˌbʊk
scrape, skreɪp skreɪp skreɪp skreɪp skreɪp
scraper, ˈskreɪpɚ
scraping, ˈskreɪpɪŋ ˈskreɪpɪŋ ˈskreɪpɪŋ ˈskreɪpɪŋ
scrapings, ˈskreɪpɪŋz
scrappy, ˈskræpi ˈskræpi ˈskræpi ˈskræp·i
scratch, skrætʃ skrætʃ skrætʃ skrætʃ skrætʃ skrætʃ skrætʃ skrætʃ skrætʃ skrætʃ
scratching, ˈskrætʃɪŋ ˈskrætʃɪŋ ˈskrætʃɪŋ
scratchy, ˈskrætʃi ˈskrætʃi ˈskrætʃi ˈskrætʃi ˈskrætʃi
scrawl, skrɑːl skrɔl
scrawny, ˈskrɑːni ˈskrɔ·ni
scream, skriːm skriːm skriːm skriːm skrim
screamer, ˈskriːmɚ ˈskriːmɚ ˈskriːmɚ ˈskriːmɚ ˈskriːmɚ ˈskriːmɚ ˈskriːmɚ ˈskriːmɚ
screamingly, ˈskriːmɪŋli
screech, skriːtʃ skritʃ
screeching, ˈskriːtʃɪŋ
screen, skriːn skriːn skriːn skriːn skriːn skrin skrin skrin skrin
screener, ˈskriːnɚ
screening, ˈskriːnɪŋ ˈskriːnɪŋ
screenplay, ˈskriːnpleɪ ˈskrinˌpleɪ
screenwriter, ˈskriːnˌraɪt̬ɚ ˈskrinˌrɑɪt̬·ər
screenwriting, ˈskriːnˌraɪt̬ɪŋ
screw, skruː skruː skruː skruː skru
screwball, ˈskruːbɑːl ˈskruːbɑːl ˈskruˌbɔl
screwdriver, ˈskruːˌdraɪvɚ ˈskruˌdrɑɪ·vər
screwed, skruːd
screwy, ˈskruːi ˈskru·i
scribble, ˈskrɪbəl ˈskrɪb·əl
scribbler, ˈskrɪblɚ
scribe, skraɪb skraɪb skrɑɪb
scrimmage, ˈskrɪmɪdʒ ˈskrɪmɪdʒ
scrimp, skrɪmp skrɪmp
scrip, skrɪp
script, skrɪpt skrɪpt skrɪpt skrɪpt skrɪpt skrɪpt skrɪpt skrɪpt skrɪpt skrɪpt
scripted, ˈskrɪptɪd ˈskrɪp·tɪd
scriptural, ˈskrɪptʃɚəl
scripture, ˈskrɪptʃɚ ˈskrɪp·tʃər ˈskrɪp·tʃər
scriptwriter, ˈskrɪptˌraɪt̬ɚ ˈskrɪptˌrɑɪ·t̬ər
scrivener, ˈskrɪvənɚ
scrod, skrɑːd
scroll, skroʊl skroʊl skroʊl
scrooge, skruːdʒ skruːdʒ
scrounge, skraʊndʒ skrɑʊndʒ
scrub, skrʌb skrʌb skrʌb
scrubber, ˈskrʌbɚ ˈskrʌbɚ ˈskrʌbɚ
scrubby, ˈskrʌbi ˈskrʌbi
scruffy, ˈskrʌfi ˈskrʌf·i
scrunch, skrʌntʃ skrʌntʃ skrʌntʃ skrʌntʃ skrʌntʃ
scruple, ˈskruːpəl ˈskru·pəl
scrupulous, ˈskruːpjələs ˈskruːpjələs ˈskru·pjə·ləs ˈskru·pjə·ləs
scrupulously, ˈskruːpjələsli ˈskruːpjələsli
scrutinize, ˈskruːt̬ənaɪz ˈskru·tənˌɑɪz
scrutiny, ˈskruːt̬əni ˈskru·tən·i
scud, skʌd
scuff, skʌf skʌf skʌf skʌf skʌf
scuffed, skʌft
scuffle, ˈskʌfəl ˈskʌf·əl
scull, skʌl skʌl
scullion, ˈskʌliən
sculpt, skʌlpt skʌlpt
sculptor, ˈskʌlptɚ ˈskʌlp·tər
sculptural, ˈskʌlptʃɚrəl
sculpture, ˈskʌlptʃɚ ˈskʌlp·tʃər
sculptured, ˈskʌlptʃɚd ˈskʌlptʃɚd
scum, skʌm skʌm skʌm
scumbag, ˈskʌmbæɡ
scupper, ˈskʌpɚ ˈskʌpɚ
scuppernong, ˈskʌpɚnɑːŋ
scurrilous," ˈskɝːələs ˈskɜr·ə·ləs, ˈskʌr-"
scurry," ˈskɝːi ˈskɜr·i, ˈskʌr·i"
scuttle, ˈskʌt̬əl ˈskʌt̬əl ˈskʌt̬əl ˈskʌt̬·əl ˈskʌt̬·əl ˈskʌt̬·əl
scuttlebutt, ˈskʌt̬əlbʌt ˈskʌt̬·əlˌbʌt
scythe, saɪð sɑɪð
sea, siː siː si si
seabed, ˈsiˌbed
seaboard," ˈsiːbɔːrd ˈsiˌbɔrd, -ˌboʊrd"
seaborne, ˈsiːbɔːrn
seacoast, ˈsiːkoʊst ˈsi·koʊst
seafarer, ˈsiːˌferɚ
seafood, ˈsiːfuːd ˈsiˌfud
seafront, ˈsiːfrʌnt
seagoing, ˈsiːˌɡoʊɪŋ
seagull, ˈsiːɡʌl
seal, siːl siːl siːl siːl sil sil sil sil
sealant, ˈsiːlənt
sealed, siːld
sealing, ˈsiːlɪŋ
seam, siːm siːm siːm sim sim
seaman, ˈsiːmən ˈsi·mən ˈsi·mən
seamless, ˈsiːmləs ˈsiːmləs ˈsim·ləs ˈsim·ləs
seamlessly, ˈsiːmləsli
seamstress, ˈsiːmstrəs ˈsim·strəs
seamy, ˈsiːmi ˈsi·mi
seaport," ˈsiːpɔːrt ˈsiˌpɔrt, -ˌpoʊrt"
sear, sɪr sɪr sɪr sɪər
search, sɝːtʃ sɝːtʃ sɝːtʃ sɝːtʃ sɜrtʃ
searching, ˈsɝːtʃɪŋ ˈsɜr·tʃɪŋ
searchlight, ˈsɝːtʃlaɪt ˈsɜrtʃˌlɑɪt
searing, ˈsɪrɪŋ ˈsɪrɪŋ ˈsɪər·ɪŋ ˈsɪər·ɪŋ
seashell, ˈsiːʃel ˈsiˌʃel
seashore," ˈsiˌʃɔr, -ˌʃoʊr"
seasick, ˈsiːsɪk ˈsiˌsɪk
seaside, ˈsiˌsɑɪd
season, ˈsiːzən ˈsiːzən ˈsiːzən ˈsiːzən ˈsiːzən ˈsi·zən ˈsi·zən
seasonable, ˈsiːzənəbəl ˈsi·zə·nə·bəl
seasonal, ˈsiːzənəl si·zə·nəl si·zə·nəl
seasonally, ˈsiːzənəli ˈsi·zə·nəl·i ˈsi·zə·nəl·i ˈsiːzənəli
seasoned, ˈsiːzənd ˈsiːzənd ˈsiːzənd ˈsiːzənd ˈsi·zənd
seasoning, ˈsiːzənɪŋ ˈsi·zə·nɪŋ
seat, siːt siːt siːt siːt siːt siːt siːt siːt sit sit sit sit
seated, ˈsiːt̬ɪd
seating, ˈsiːt̬ɚ ˈsiːt̬ɚ ˈsi·t̬ɪŋ
seaweed, ˈsiːwiːd ˈsiˌwid
seaworthy, ˈsiːˌwɝːði
sec, sek
secede, sɪˈsiːd sɪˈsid
secession, sɪsˈeʃən sɪˈseʃ·ən
seclude, səˈkluːd
secluded, səˈkluːdɪd sɪˈklu·dɪd
seclusion, səˈkluːʒən
second, ˈsekənd ˈsekənd ˈsekənd ˈsekənd ˈsekənd ˈsekənd ˈsek·ənd
secondaries, ˈsekənderiz
secondarily, ˌsekənˈderəli ˌsekənˈderəli
secondary, ˈsekənderi ˈsekənderi ˈsekənderi ˈsek·ənˌder·i ˈsek·ənˌder·i ˈsek·ənˌder·i
secondhand, ˈsek·əndˈhænd ˈsek·əndˈhænd
secondly, ˈsekəndli
seconds, ˈsek·əndz
secrecy, ˈsiːkrəsi
secret, ˈsiːkrət ˈsiːkrət ˈsiːkrət ˈsi·krɪt
secretarial, ˌsekrəˈteriəl ˌsek·rɪˈteər·i·əl
secretariat, ˌsekrəˈteriət -ˈteri-
secretary, ˈsekrəteri ˈsekrəteri ˈsekrəteri ˈsek·rɪˌter·i ˈsek·rɪˌter·i ˈsek·rɪˌter·i
secrete, sɪˈkriːt sɪˈkriːt sɪˈkrit
secretion, sɪˈkriːʃən
secretive, ˈsiːkrət̬ɪv ˈsi·krɪ·t̬ɪv
secretiveness, ˈsiːkrət̬ɪvnəs
secretly, ˈsiːkrətli
sect, sekt sekt sekt
sectarian, sekˈteriən sekˈteər·i·ən
section, ˈsekʃən ˈsekʃən ˈsekʃən ˈsekʃən ˈsekʃən ˈsekʃən ˈsekʃən ˈsek·ʃən
sectional, ˈsekʃənəl ˈsekʃənəl
sector, ˈsektɚ ˈsektɚ ˈsek·tər ˈsek·tər
secular, ˈsekjəlɚ ˈsek·jə·lər
secularist, ˈsekjələrɪst
secure, səˈkjʊr səˈkjʊr səˈkjʊr səˈkjʊr səˈkjʊr səˈkjʊr sɪˈkjʊər sɪˈkjʊər sɪˈkjʊər sɪˈkjʊər
securely, səˈkjʊrli səˈkjʊrli sɪˈkjʊər·li
security, səˈkjʊrət̬i səˈkjʊrət̬i səˈkjʊrət̬i səˈkjʊrət̬i səˈkjʊrət̬i sɪˈkjʊər·ɪ·t̬i sɪˈkjʊər·ɪ·t̬i sɪˈkjʊər·ɪ·t̬i sɪˈkjʊər·ɪ·t̬i sɪˈkjʊər·ɪ·t̬i
sedan, səˈdæn sɪˈdæn
sedate, səˈdeɪt sɪˈdeɪt
sedately, səˈdeɪtli
sedation, səˈdeɪʃen
sedative, ˈsedət̬ɪv ˈsed·ə·t̬ɪv
sedentary, ˈsedənteri ˈsedənteri ˈsed·ənˌter·i
sedge, sedʒ
sediment, ˈsedəmənt ˈsed·ə·mənt
sedimentary," ˌsedəˈment̬ɚi ˌsed·əˈmen·tə·ri, -ˈmen·tri"
sedimentation, ˌsedəmenˈteɪʃən ˌsedəmenˈteɪʃən
sedition, səˈdɪʃən sɪˈdɪʃ·ən
seditious, səˈdɪʃəs
seduce, səˈduːs səˈduːs səˈduːs sɪˈdus sɪˈdus
seducer, səˈduːsɚ
seduction, səˈdʌkʃən səˈdʌkʃən sɪˈdʌk·ʃən sɪˈdʌk·ʃən
seductive, səˈdʌktɪv səˈdʌktɪv sɪˈdʌk·tɪv sɪˈdʌk·tɪv
seductively, səˈdʌktɪvli səˈdʌktɪvli
see, siː siː siː siː siː siː siː siː siː siː si si si si si si si si
seed, siːd siːd siːd siːd sid sid sid
seeded, ˈsiːdɪd ˈsiːdɪd ˈsiːdɪd ˈsi·dɪd ˈsi·dɪd
seedling, ˈsiːdlɪŋ
seedy, ˈsiːdi ˈsi·di
seek, siːk siːk siːk sik sik sik
seeker, ˈsiːkɚ ˈsi·kər
seem, siːm sim
seeming, ˈsiːmɪŋ ˈsi·mɪŋ
seemingly, ˈsiːmɪŋli ˈsiːmɪŋli
seen, siːn sin
seep, siːp sip
seepage, ˈsiːpɪdʒ
seer, sɪr
seesaw, ˈsiːsɑː ˈsiˌsɔ
seethe, siːð siːð siːð sið
seething, ˈsiːðɪŋ ˈsiːðɪŋ
segment, ˈseɡmənt ˈseɡmənt ˈseɡmənt ˈseɡmənt ˈseɡ·mənt ˈseɡ·mənt ˈseɡ·mənt ˈseɡ·mənt
segmentation, ˌseɡmenˈteɪʃən ˌseɡmenˈteɪʃən
segregate, ˈseɡrəɡeɪt ˈseɡrəɡeɪt ˈseɡrəɡeɪt ˈseɡ·rɪˌɡeɪt
segregated, ˈseɡrəɡeɪt̬ɪd ˈseɡrəɡeɪt̬ɪd
